"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M7XWSMTI","thesis","2016","Johnson, Maggie Dorothy","Ecophysiology of coral reef primary producers: Response to natural and anthropogenic environmental change","","","","","https://escholarship.org/uc/item/1bz3c994","Natural heterogeneity and global change are key environmental drivers of ecosystem structure and function in both terrestrial and marine ecosystems. At the foundation of all food webs are the primary producers, which require macronutrients and photosynthetic substrate in order to fix inorganic carbon into organic sugars and fuel energy transfer into food webs. This dissertation is an examination of the ecophysiology, or the interaction of organismal physiology with the environment, of key benthic primary producers on coral reefs. Reef-building corals and algae are the most abundant primary producers on coral reefs, and I use coarse functional groupings categorized as reef-building corals, fleshy macroalgae, calcareous macroalgae, crustose coralline algae (CCA) and turf algae assemblages. I assessed the influence of, 1) a natural gradient in inorganic nutrient availability, and, 2) simulated global change on the ecophysiology of corals and algae by functional group. The Southern Line Islands are an archipelago of islands that span the equatorial upwelling region and demonstrate predictable heterogeneity in inorganic nutrient availability. The dominant species of corals and algae demonstrated higher pigment concentrations and photosynthetic efficiency across the archipelago as a function of increasing inorganic nutrient concentrations. This suggests that natural fluxes of inorganic nutrients have an important positive influence on primary producers. I then conducted laboratory experiments on Palmyra Atoll and in Moorea, French Polynesia to test the effects of ocean acidification (OA) and warming on different functional groups of algae. Across a suite of species, OA increased the growth of fleshy macroalgae and turf algae assemblages, but decreased growth and calcification of calcareous macroalgae and CCA. Ocean acidification had a stronger effect than warming on the biomass of turf algae assemblages. Positive effects of OA on turf algae metabolism were increased by warming. These findings suggest that fleshy and calcifying algae respond differently to global change stressors. Ocean acidification has the potential to increase growth and productivity of fleshy algae, while concurrently decreasing growth and calcification of calcifying algae. Anthropogenic activities are increasingly altering the natural environment, and the results of this dissertation improve our ability to predict the response of corals and algae to increasing exposure to nutrients, OA and warming in the near-future ocean.","2016","2022-08-12 20:03:31","2022-08-12 20:03:31","2022-06-10 19:21:32","","","","","","","Ecophysiology of coral reef primary producers","","","","","UC San Diego","","en","","","","","escholarship.org","","","","/Users/camilavargas/Zotero/storage/DTVGKTWN/Johnson - 2016 - Ecophysiology of coral reef primary producers: Res.pdf; /Users/camilavargas/Zotero/storage/5UHS8E22/Johnson - 2016 - Ecophysiology of coral reef primary producers: Res.html","","padl172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQFBGNUA","bookSection","2011","Young, H.S.; Hurrey, L.; Kolb, G.S.","Effects of Seabird-Derived Nutrients on Aquatic Systems","Seabird Islands","978-0-19-973569-3","","","https://oxford.universitypressscholarship.com/10.1093/acprof:osobl/9780199735693.001.0001/acprof-9780199735693-chapter-8","This chapter considers the effects of bird-derived nutrients on aquatic systems. It focuses on how guano-derived nutrients reach near shore zones and how this affects the species those aquatic systems. It describes how waterbirds, shorebirds, and seabirds contribute nutrients into water columns and sediments, and can stimulate primary and secondary productivity. It looks into some cases where bird-derived nutrients are either not apparent or very short-lived in consumer responses. It investigates how periods of high foraging or nesting activity or where inputs are easily diluted in large bodies of water affect these consumer responses. It also shows that the differences in trophic position of the birds influence their nutrient and community dynamics in the aquatic system.","2011","2022-08-12 20:03:31","2022-08-12 20:03:31","2022-06-07 18:19:17","","","","","","","","","","","","Oxford University Press","New York","eng","","","","","University Press Scholarship","","DOI: 10.1093/acprof:osobl/9780199735693.003.0008","","","","aquatic systems; bird-derived nutrients; guano-derived nutrients; nearshore zones; padl128; seabirds; sediments; shorebirds; water columns; waterbirds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6KIFG8T","thesis","2019","Amir, Corinne Galit","Effects of Invasive Species Removal and Coral Transplantation on Benthic Community Structure at Palmyra Atoll","","","","","https://escholarship.org/uc/item/3xh3w2rg","Invasive and opportunistic species are known to cause turnovers in dominant taxa by rapidly monopolizing space following disturbance events, often producing lasting shifts in community structure provided that environmental conditions remain favorable. On Palmyra Atoll, the corallimorph Rhodactis howesii has become highly invasive and now covers &gt; 3 km2 of reef radiating outward from a ship grounding that occurred in the early 1990s. In 2014, our team established a corallimorph removal and coral transplantation experiment within the epicenter of the corallimorph outbreak, following shipwreck removal, to determine if restoration is a viable option for recovering previously dominant reef-building taxa. Monitoring of the restoration site ran from 2014-2018 and consisted of annual surveys to assess changes in benthic community structure. By 2018, corallimorph reinvasion in experimental plots where it had been previously removed was negligible and in control plots, corallimorph cover decreased by 99%. Across the entire site, coral cover increased by 392%, turf and crustose coralline algae have dominated the remaining benthos, and coral recruits have been observed as well. Additionally, variations in growth rate and asexual propagation among coral transplant species appears to influence benthic community succession. Methods used within this study provide an effective strategy for protecting localized regions of reef most vulnerable to corallimorph invasion, namely those possessing low coral cover and in the initial stages of corallimorph invasion. Additionally, these results suggest that active reef management or restoration can drive changes benthic community succession, but only if the underlying causes of degradation have been removed.","2019","2022-08-12 20:03:31","2022-08-12 20:03:31","2022-06-10 19:41:09","","","","","","","","","","","","UC San Diego","","en","","","","","escholarship.org","","","","/Users/camilavargas/Zotero/storage/RQEIRBWS/Amir - 2019 - Effects of Invasive Species Removal and Coral Tran.pdf; /Users/camilavargas/Zotero/storage/FNBC8AHP/Amir - 2019 - Effects of Invasive Species Removal and Coral Tran.html","","padl179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC8SHHV4","journalArticle","2011","Sayani, Hussein R.; Cobb, Kim M.; Cohen, Anne L.; Elliott, W. Crawford; Nurhati, Intan S.; Dunbar, Robert B.; Rose, Kathryn A.; Zaunbrecher, Laura K.","Effects of diagenesis on paleoclimate reconstructions from modern and young fossil corals","Geochimica et Cosmochimica Acta","","0016-7037","10.1016/j.gca.2011.08.026","https://www.sciencedirect.com/science/article/pii/S0016703711004820","The integrity of coral-based reconstructions of past climate variability depends on a comprehensive knowledge of the effects of post-depositional alteration on coral skeletal geochemistry. Here we combine millimeter-scale and micro-scale coral Sr/Ca data, scanning electron microscopy (SEM) images, and X-ray diffraction with previously published δ18O records to investigate the effects of submarine and subaerial diagenesis on paleoclimate reconstructions in modern and young sub-fossil corals from the central tropical Pacific. In a 40-year-old modern coral, we find secondary aragonite is associated with relatively high coral δ18O and Sr/Ca, equivalent to sea-surface temperature (SST) artifacts as large as −3 and −5°C, respectively. Secondary aragonite observed in a 350-year-old fossil coral is associated with relatively high δ18O and Sr/Ca, resulting in apparent paleo-SST offsets of up to −2 and −4°C, respectively. Secondary Ion Mass Spectrometry (SIMS) analyses of secondary aragonite yield Sr/Ca ratios ranging from 10.78 to 12.39mmol/mol, significantly higher compared to 9.15±0.37mmol/mol measured in more pristine sections of the same fossil coral. Widespread dissolution and secondary calcite observed in a 750-year-old fossil coral is associated with relatively low δ18O and Sr/Ca. SIMS Sr/Ca measurements of the secondary calcite (1.96–9.74mmol/mol) are significantly lower and more variable than Sr/Ca values from more pristine portions of the same fossil coral (8.22±0.13mmol/mol). Our results indicate that while diagenesis has a much larger impact on Sr/Ca-based paleoclimate reconstructions than δ18O-based reconstructions at our site, SIMS analyses of relatively pristine skeletal elements in an altered coral may provide robust estimates of Sr/Ca which can be used to derive paleo-SSTs.","2011-11-01","2022-08-12 20:03:31","2022-08-12 20:03:31","2022-06-07 21:56:42","6361-6373","","21","75","","Geochimica et Cosmochimica Acta","","","","","","","","en","","","","","ScienceDirect","","","","/Users/camilavargas/Zotero/storage/8K8XPAGU/Sayani et al. - 2011 - Effects of diagenesis on paleoclimate reconstructi.html","","padl135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC95663A","journalArticle","2016","Guerra, Ana Sofía; Micheli, Fiorenza; Wood, Chelsea L.","Ecology of a Vulnerable Shorebird across a Gradient of Habitat Alteration: Bristle-Thighed Curlews (Numenius tahitiensis) (Aves: Charadriiformes) on Palmyra Atoll1","Pacific Science","","0030-8870, 1534-6188","10.2984/70.2.3","https://bioone.org/journals/pacific-science/volume-70/issue-2/70.2.3/Ecology-of-a-Vulnerable-Shorebird-across-a-Gradient-of-Habitat/10.2984/70.2.3.full","Palmyra Atoll, USA, in the Central Pacific, has remained mostly uninhabited since construction and abandonment of a U.S. naval base during World War II. However, the effects of Navy modifications have persisted, affecting physical conditions and benthic habitat quality of Palmyra's lagoon sand flats. Sand flats provide important nonbreeding habitat for Bristle-thighed Curlews (Numenius tahitiensis), a migratory shorebird listed as “vulnerable” by the International Union for Conservation of Nature and Natural Resources. We used camera trapping, observations of focal individuals, and quantification of prey availability and sediment characteristics to assess curlew habitat use across different levels of historical anthropogenic impact. Habitat preferences were not determined by the degree of land reclamation impact on lagoon flat habitat, although the two most preferred sites were both highly impacted. Curlew abundance was most strongly correlated with availability of prey items, such as spionid polychaetes (Malacoceros sp.). Our findings provide new ecological information on a shorebird species that is rarely studied and provides useful information for habitat management at Palmyra Atoll and other curlew wintering grounds.","2016-04","2022-08-12 20:03:30","2022-08-12 20:03:30","2022-06-09 22:15:46","159-174","","2","70","","pasc","Ecology of a Vulnerable Shorebird across a Gradient of Habitat Alteration","","","","","","","","","","","","bioone.org","","","","/Users/camilavargas/Zotero/storage/CANAXPV9/Guerra et al. - 2016 - Ecology of a Vulnerable Shorebird across a Gradien.pdf; /Users/camilavargas/Zotero/storage/K9WPQQA7/Guerra et al. - 2016 - Ecology of a Vulnerable Shorebird across a Gradien.html","","padl151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3AF9G8CI","journalArticle","2013","Sterling, Eleanor J.; McFadden, Katherine W.; Holmes, Katherine E.; Vintinner, Erin C.; Arengo, Felicity; Naro-Maciel, Eugenia","Ecology and Conservation of Marine Turtles in a Central Pacific Foraging Ground","Chelonian Conservation and Biology","","1071-8443, 1943-3956","10.2744/CCB-1014.1","https://bioone.org/journals/chelonian-conservation-and-biology/volume-12/issue-1/CCB-1014.1/Ecology-and-Conservation-of-Marine-Turtles-in-a-Central-Pacific/10.2744/CCB-1014.1.full","Foraging grounds are critical to the survival of marine turtles, yet studies of these areas lag behind those of nesting sites. Our study represents the first data and discussion on marine turtle distribution, abundance, and health at a marine turtle foraging ground in the central Pacific, Palmyra Atoll National Wildlife Refuge, which constitutes a regionally important mixed-size-class foraging ground for green turtles (Chelonia mydas) and, to a lesser extent, for hawksbill turtles (Eretmochelys imbricata). Surveys and anecdotal reports suggest that nesting activity is rare, and we have confirmed the presence of limited suitable nesting habitat. During in-water activities from 2008 to 2011, we caught 211 green turtles ranging from postpelagic juveniles to adults (weight: mean = 44.6 kg, range = 7.2–146.3 kg; curved carapace length (CCL): mean = 69.7 cm, range = 41.0–113.6 cm) and 2 juvenile hawksbills (weight2009 = 16.3 kg, CCL2009 = 57.0; weight2011 = 11.2 kg, CCL2011 = 50.5 cm). Body condition indices did not significantly differ by year of capture. These indices, along with the absence of observed fibropapilloma tumors, indicated that turtles at Palmyra Atoll were on average in very good condition. We also conducted 11 relative abundance surveys from 2005 to 2011, a subset of which revealed an uneven distribution of turtles around Palmyra Atoll with 3 hot spots of turtle abundance off the flats to the north, south, and east. By linking several aspects of our research program with similar efforts at foraging grounds throughout the Pacific Basin, we can further our understanding of poorly known regional migratory connectivity.","2013-07","2022-08-12 20:03:30","2022-08-12 20:03:30","2022-06-07 22:33:49","2-16","","1","12","","ccab","","","","","","","","","","","","","bioone.org","","","","/Users/camilavargas/Zotero/storage/RWJ6ECB5/Sterling et al. - 2013 - Ecology and Conservation of Marine Turtles in a Ce.pdf; /Users/camilavargas/Zotero/storage/Q2QNBJHR/Sterling et al. - 2013 - Ecology and Conservation of Marine Turtles in a Ce.html","","padl141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WAEPU7A","journalArticle","2010","Baumann-Pickering, Simone; Wiggins, Sean M.; Roth, Ethan H.; Roch, Marie A.; Schnitzler, Hans-Ulrich; Hildebrand, John A.","Echolocation signals of a beaked whale at Palmyra Atoll","The Journal of the Acoustical Society of America","","0001-4966","10.1121/1.3409478","https://asa.scitation.org/doi/10.1121/1.3409478","Acoustic recordings from Palmyra Atoll, northern Line Islands, central Pacific, showed upsweep frequency modulated pulses reminiscent of those produced by beaked whales. These signals had higher frequencies, broader bandwidths, longer pulse durations and shorter inter-pulse intervals than previously described pulses of Blainville’s, Cuvier’s and Gervais’ beaked whales [Zimmer et al. (2005). J. Acoust. Soc. Am. 117, 3919–3927; Johnson et al. (2006). J. Exp. Biol. 209, 5038–5050; Gillespie et al. (2009). J. Acoust. Soc. Am. 125, 3428–3433]. They were distinctly different temporally and spectrally from the unknown beaked whale at Cross Seamount, HI [McDonald et al. (2009). J. Acoust. Soc. Am. 125, 624–627]. Genetics on beaked whale specimens found at Palmyra Atoll suggest the presence of a poorly known beaked whale species. Mesoplodon sp. might be the source of the FM pulses described in this paper. The Palmyra Atoll FM pulse peak frequency was at 44 kHz with a −10 dB bandwidth of 26 kHz. Mean pulse duration was  355𝜇s 355 μs  and inter-pulse interval was 225 ms, with a bimodal distribution. Buzz sequences were detected with inter-pulse intervals below 20 ms and unmodulated spectra, with about 20 dB lower amplitude than prior FM pulses. These clicks had a 39 kHz bandwidth (−10 dB), peak frequency at 37 kHz, click duration  155𝜇s 155 μs , and inter-click interval between 4 and 10 ms.","2010-06","2022-08-12 20:03:30","2022-08-12 20:03:30","2022-06-07 17:26:38","3790-3799","","6","127","","","","","","","","","","","","","","","asa.scitation.org (Atypon)","","","","/Users/camilavargas/Zotero/storage/AZI4NXTQ/Baumann-Pickering et al. - 2010 - Echolocation signals of a beaked whale at Palmyra .pdf","","padl127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TP2SMN4P","journalArticle","2015","Papastamatiou, Yannis P.; Watanabe, Yuuki Y.; Bradley, Darcy; Dee, Laura E.; Weng, Kevin; Lowe, Christopher G.; Caselle, Jennifer E.","Drivers of Daily Routines in an Ectothermic Marine Predator: Hunt Warm, Rest Warmer?","PLOS ONE","","1932-6203","10.1371/journal.pone.0127807","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0127807","Animal daily routines represent a compromise between maximizing foraging success and optimizing physiological performance, while minimizing the risk of predation. For ectothermic predators, ambient temperature may also influence daily routines through its effects on physiological performance. Temperatures can fluctuate significantly over the diel cycle and ectotherms may synchronize behaviour to match thermal regimes in order to optimize fitness. We used bio-logging to quantify activity and body temperature of blacktip reef sharks (Carcharhinus melanopterus) at a tropical atoll. Behavioural observations were used to concurrently measure bite rates in herbivorous reef fishes, as an index of activity for potential diurnal prey. Sharks showed early evening peaks in activity, particularly during ebbing high tides, while body temperatures peaked several hours prior to the period of maximal activity. Herbivores also displayed peaks in activity several hours earlier than the peaks in shark activity. Sharks appeared to be least active while their body temperatures were highest and most active while temperatures were cooling, although we hypothesize that due to thermal inertia they were still warmer than their smaller prey during this period. Sharks may be most active during early evening periods as they have a sensory advantage under low light conditions and/or a thermal advantage over cooler prey. Sharks swam into shallow water during daytime low tide periods potentially to warm up and increase rates of digestion before the nocturnal activity period, which may be a strategy to maximize ingestion rates. “Hunt warm, rest warmer” may help explain the early evening activity seen in other ectothermic predators.","2015-06-10","2022-08-12 20:03:30","2022-08-12 20:03:30","2022-06-02 18:23:16","e0127807","","6","10","","PLOS ONE","Drivers of Daily Routines in an Ectothermic Marine Predator","","","","","","","en","","","","","PLoS Journals","","","","/Users/camilavargas/Zotero/storage/PNX742CC/Papastamatiou et al. - 2015 - Drivers of Daily Routines in an Ectothermic Marine.pdf; /Users/camilavargas/Zotero/storage/5WXCZ4DX/Papastamatiou et al. - 2015 - Drivers of Daily Routines in an Ectothermic Marine.html","","Predation; Sharks; Reefs; Foraging; Animal behavior; Body temperature; padl84; Swimming; Tides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQ8N95CF","journalArticle","2020","Loughran, Rachel M.; Esquivel, Abigail R.; Deadmond, Monica C.; Koyack, Marc J.; Paddock, Brie E.; O’Hanlon, Samantha M.; Ushijima, Blake; Saw, Jimmy H.; Videau, Patrick","Draft Genome Sequence of Vibrio sp. Strain OCN044, Isolated from Palmyra Atoll, Northern Line Islands","Microbiology Resource Announcements","","","10.1128/MRA.00042-20","https://journals.asm.org/doi/10.1128/MRA.00042-20","","2020-03-19","2022-08-12 20:03:30","2022-08-12 20:03:30","2022-08-03 19:46:01","e00042-20","","12","9","","","","","","","","","","","","","","","journals.asm.org (Atypon)","","","","/Users/camilavargas/Zotero/storage/MD2VE39Q/Loughran et al. - 2020 - Draft Genome Sequence of Vibrio sp. Strain OCN044,.pdf","","padl212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGGS9GSN","journalArticle","2009","Roth, M. S.; Knowlton, N.","Distribution, abundance, and microhabitat characterization of small juvenile corals at Palmyra Atoll","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps07787","https://www.int-res.com/abstracts/meps/v376/p133-142/","Juvenile corals are an important component of the population dynamics of corals, but little is known about the ecology and natural history of their early life-history stages. In demographic surveys, small juvenile corals are often grouped with larger and older corals or overlooked entirely due to their small size and cryptic nature. This study describes the distribution, abundance, and microhabitat of small juvenile corals, defined as post-settlement corals ≤5 mm in diameter, at Palmyra Atoll, Central Pacific. A diver-operated pulsating blue light and filter system was used to enhance innate coral fluorescence during daylight to aid in detecting small juvenile corals. Juvenile densities ranged from 0 to 59.5 m–2 and were more than 9 times higher on the fore reef (21.9 ± 0.8 m–2) than on the back reef (2.4 ± 0.3 m–2). The highest juvenile densities were observed in the middle of the sampled range at 14 m depth on the fore reef. Juvenile corals accounted for >31% of coral colonies in all habitats and depths, which resulted in positively skewed size-frequency distributions. The microhabitat of juvenile corals on coral rubble was best described as a convex surface covered with crustose coralline algae that lacked another coral within a 20 mm radius. This study provides basic ecology and natural history information of small juvenile corals and shows the feasibility of surveying corals ≤5 mm in diameter as a method for monitoring coral populations and assessing environmental changes on a coral reef.","2009-02-11","2022-08-12 20:03:29","2022-08-12 20:03:29","2022-05-20 00:25:48","133-142","","","376","","","","","","","","","","en","","","","","www.int-res.com","","","","/Users/camilavargas/Zotero/storage/9MXZXAV2/Roth and Knowlton - 2009 - Distribution, abundance, and microhabitat characte.pdf; /Users/camilavargas/Zotero/storage/KV8MN54T/Roth and Knowlton - 2009 - Distribution, abundance, and microhabitat characte.html","","Palmyra Atoll; Abundance; Distribution; Ecology; Juvenile corals; Microhabitat; padl25; Recruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5M75P8JW","journalArticle","2014","Gardner, Jonathan P. A.; Garton, David W.; Collen, John D.; Zwartz, Daniel","Distant Storms as Drivers of Environmental Change at Pacific Atolls","PLOS ONE","","1932-6203","10.1371/journal.pone.0087971","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0087971","The central Pacific Ocean with its many low lying islands and atolls is under threat from sea level rise and increased storm activity. Here, we illustrate how increasing frequency and severity of large scale storm events associated with global climate change may be particularly profound at the local scale for human populations that rely on lagoon systems for provision of a variety of goods and services. In August 2011 a storm originating in the Southern Ocean caused a large amplitude ocean swell to move northward through the Pacific Ocean. Its arrival at Palmyra Atoll coincided with transient elevated sea surface height and triggered turnover of the lagoon water column. This storm-induced change to the lagoon reflects long distance connectivity with propagated wave energy from the Southern Ocean and illustrates the increasing threats generated by climate change that are faced by human populations on most low-lying Pacific islands and atolls.","2014-01-31","2022-08-12 20:03:29","2022-08-12 20:03:29","2022-05-27 17:41:05","e87971","","1","9","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","","","/Users/camilavargas/Zotero/storage/HT2HJI4K/Gardner et al. - 2014 - Distant Storms as Drivers of Environmental Change .pdf; /Users/camilavargas/Zotero/storage/WANHIHWM/Gardner et al. - 2014 - Distant Storms as Drivers of Environmental Change .html","","Pacific Ocean; Atolls; Islands; Lagoons; Antarctic Ocean; padl74; Storms; Surface water; Water columns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABARTMZ7","journalArticle","2009","Oliver, Thomas A.; Palumbi, Stephen R.","Distributions of stress-resistant coral symbionts match environmental patterns at local but not regional scales","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps07871","https://www.int-res.com/abstracts/meps/v378/p93-103/","Distribution patterns of stress-tolerant coral symbionts suggest that maximum habitat temperatures can drive local scale adaptation of symbiont populations, but at regional scales other processes can dominate. We assayed clade membership for symbionts of 2 closely related corals from American Samoa, Fiji, the Philippines and Palmyra Atoll. Temperature stress-tolerant Clade D symbionts occur more frequently in American Samoa (83%) than in Palmyra, Fiji or the Philippines (<1%). In American Samoa, Clade D symbionts dominate habitats with higher maximum temperatures, while Clades C and D are both common under lower maximum temperatures. While corals in American Samoa show more stress-tolerant symbionts, this region does not exhibit higher sea surface temperatures, a greater record of heating anomalies or more bleaching than the other 3 regions. That these local patterns do not hold regionally suggests the importance of other factors, including host responses, other environmental correlates, within-clade physiological diversity and dispersal limitation, in driving the distribution of coral symbionts.","2009-03-12","2022-08-12 20:03:29","2022-08-12 20:03:29","2022-05-20 00:17:57","93-103","","","378","","","","","","","","","","en","","","","","www.int-res.com","","","","/Users/camilavargas/Zotero/storage/WPNQE653/Oliver and Palumbi - 2009 - Distributions of stress-resistant coral symbionts .pdf; /Users/camilavargas/Zotero/storage/XW9NQBNP/Oliver and Palumbi - 2009 - Distributions of stress-resistant coral symbionts .html","","High temperature stress; Coral reefs; Climate change; Symbiodinium; Acropora; Adaptation; Cytochrome b; padl23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7IP384X","journalArticle","2009","Papastamatiou, Y.p.; Caselle, J.e.; Friedlander, A.m.; Lowe, C.g.","Distribution, size frequency, and sex ratios of blacktip reef sharks Carcharhinus melanopterus at Palmyra Atoll: a predator-dominated ecosystem","Journal of Fish Biology","","1095-8649","10.1111/j.1095-8649.2009.02329.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1095-8649.2009.02329.x","Blacktip reef sharks Carcharhinus melanopterus were the most abundant predator in the lagoons at Palmyra Atoll. They were evenly distributed throughout the lagoons, although there was some evidence of sexual segregation. Males reach sexual maturity between 940–1020 mm LT. Bird remains were found in some C. melanopterus stomachs. C. melanopterus at Palmyra appear to be smaller than those at other locations.","2009","2022-08-12 20:03:29","2022-08-12 20:03:29","2022-06-07 16:58:13","647-654","","3","75","","","Distribution, size frequency, and sex ratios of blacktip reef sharks Carcharhinus melanopterus at Palmyra Atoll","","","","","","","en","","","","","Wiley Online Library","","","","/Users/camilavargas/Zotero/storage/SSKX7RAC/Papastamatiou et al. - 2009 - Distribution, size frequency, and sex ratios of bl.html","","CPUE; diet; padl121; sexual segregation; size of maturity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VHWQNGX","journalArticle","2017","DeCarlo, Thomas M.; Cohen, Anne L.","Dissepiments, density bands and signatures of thermal stress in Porites skeletons","Coral Reefs","","1432-0975","10.1007/s00338-017-1566-9","https://doi.org/10.1007/s00338-017-1566-9","The skeletons of many reef-building corals are accreted with rhythmic structural patterns that serve as valuable sclerochronometers. Annual high- and low-density band couplets, visible in X-radiographs or computed tomography scans, are used to construct age models for paleoclimate reconstructions and to track variability in coral growth over time. In some corals, discrete, anomalously high-density bands, called “stress bands,” preserve information about coral bleaching. However, the mechanisms underlying the formation of coral skeletal density banding remain unclear. Dissepiments—thin, horizontal sheets of calcium carbonate accreted by the coral to support the living polyp—play a key role in the upward growth of the colony. Here, we first conducted a vital staining experiment to test whether dissepiments were accreted with lunar periodicity in Porites coral skeleton, as previously hypothesized. Over 6, 15, and 21 months, dissepiments consistently formed in a 1:1 ratio to the number of full moons elapsed over each study period. We measured dissepiment spacing to reconstruct multiple years of monthly skeletal extension rates in two Porites colonies from Palmyra Atoll and in another from Palau that bleached in 1998 under anomalously high sea temperatures. Spacing between successive dissepiments exhibited strong seasonality in corals containing annual density bands, with narrow (wide) spacing associated with high (low) density, respectively. A high-density “stress band” accreted during the 1998 bleaching event was associated with anomalously low dissepiment spacing and missed dissepiments, implying that thermal stress disrupts skeletal extension. Further, uranium/calcium ratios increased within stress bands, indicating a reduction in the carbonate ion concentration of the coral’s calcifying fluid under stress. Our study verifies the lunar periodicity of dissepiments, provides a mechanistic basis for the formation of annual density bands in Porites, and reveals the underlying cause of high-density stress bands.","2017-09-01","2022-08-12 20:03:28","2022-08-12 20:03:28","2022-08-03 21:41:16","749-761","","3","36","","Coral Reefs","","","","","","","","en","","","","","Springer Link","","","","/Users/camilavargas/Zotero/storage/P6ATGAE4/DeCarlo and Cohen - 2017 - Dissepiments, density bands and signatures of ther.pdf","","Coral; Bleaching; Calcification; Density banding; padl227; Sclerochronology; Stress bands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MW2PKVMS","journalArticle","2010","Baumann-Pickering, Simone; Wiggins, Sean M.; Hildebrand, John A.; Roch, Marie A.; Schnitzler, Hans-Ulrich","Discriminating features of echolocation clicks of melon-headed whales (Peponocephala electra), bottlenose dolphins (Tursiops truncatus), and Gray’s spinner dolphins (Stenella longirostris longirostris)","The Journal of the Acoustical Society of America","","0001-4966","10.1121/1.3479549","https://asa.scitation.org/doi/full/10.1121/1.3479549","Spectral parameters were used to discriminate between echolocation clicks produced by three dolphin species at Palmyra Atoll: melon-headed whales (Peponocephala electra), bottlenose dolphins (Tursiops truncatus) and Gray’s spinner dolphins (Stenella longirostris longirostris). Single species acoustic behavior during daytime observations was recorded with a towed hydrophone array sampling at 192 and 480 kHz. Additionally, an autonomous, bottom moored High-frequency Acoustic Recording Package (HARP) collected acoustic data with a sampling rate of 200 kHz. Melon-headed whale echolocation clicks had the lowest peak and center frequencies, spinner dolphins had the highest frequencies and bottlenose dolphins were nested in between these two species. Frequency differences were significant. Temporal parameters were not well suited for classification. Feature differences were enhanced by reducing variability within a set of single clicks by calculating mean spectra for groups of clicks. Median peak frequencies of averaged clicks (group size 50) of melon-headed whales ranged between 24.4 and 29.7 kHz, of bottlenose dolphins between 26.7 and 36.7 kHz, and of spinner dolphins between 33.8 and 36.0 kHz. Discriminant function analysis showed the ability to correctly discriminate between 93% of melon-headed whales, 75% of spinner dolphins and 54% of bottlenose dolphins.","2010-10","2022-08-12 20:03:28","2022-08-12 20:03:28","2022-08-11 18:39:56","2212-2224","","4","128","","","","","","","","","","","","","","","asa.scitation.org (Atypon)","","","","/Users/camilavargas/Zotero/storage/NGB8WXXM/Baumann-Pickering et al. - 2010 - Discriminating features of echolocation clicks of .pdf","","padl269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
