"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"X2DKLK9H","journalArticle","2010","S. Knapp, Ingrid S","Effect of Depth on Sponge Assemblage Structure at Palmyra Atoll, Central Pacific","The Open Marine Biology Journal","","18744508","10.2174/1874450801004010026","http://benthamopen.com/ABSTRACT/TOMBJ-4-26","We examined the influence of depth on sponge assemblages across three lagoons at Palmyra; a remote atoll situated in the Central Pacific. The atoll is unusual in that it was heavily altered during WWII resulting in an atypical lagoon system. We conducted surveys at both 6-8m and 12-14m at 3 sites at the atoll and recorded sponge densities, area cover and available substrate for the 29 species found at these sites. Multivariate analysis of sponge densities and area cover revealed significant variability in sponge assemblages between both site and depth. Univariate analysis also showed significant differences in area cover between depths, but not between sites. Diversity indices and the average number of species at each site showed an increase in diversity across lagoons from West to East. This study indicates that despite the small size of the atoll, depth is a factor that shapes sponge assemblages at Palmyra Atoll. The heavy alterations to the lagoon, particularly the area near the channel entrance may be influencing the sponge assemblage structure, however, other environmental variables still need to be investigated.","2010-10-12","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:30:52","26-30","","1","4","","TOMBJ","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 1","","","","Palmyra Atoll,; Central Pacific,; depth,; flow rate; sedimentation,; Sponge,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z74XI7AJ","journalArticle","2011","Knapp, I.S.; Godwin, L.S.; Smith, J.E.; Williams, C.J.; Bell, J.J.","Records of non-indigenous marine species at Palmyra Atoll in the US Line Islands","Marine Biodiversity Records","","1755-2672","10.1017/S1755267211000078","http://www.journals.cambridge.org/abstract_S1755267211000078","","2011-10","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:30:55","e30","","","4","","Mar. Biodivers. Rec.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","coral reef,; bryozoan,; hydroid,; introduction,; lagoon,; non-indigenous,; Palmyra Atoll; sponge, algae,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEYW4LFG","journalArticle","2013","Knapp, Ingrid S.S.; Williams, Gareth J.; Carballo, José Luis; Cruz-Barraza, José Antonio; Gardner, Jonathan P.A.; Bell, James J.","Restriction of sponges to an atoll lagoon as a result of reduced environmental quality","Marine Pollution Bulletin","","0025326X","10.1016/j.marpolbul.2012.08.017","https://linkinghub.elsevier.com/retrieve/pii/S0025326X12004171","The lagoon at Palmyra Atoll in the central Paciﬁc was subject to major military modiﬁcations during WWII and now the dominant fauna on the lagoon’s hard substrate are sponges, not corals. In this study, we quantiﬁed the physical and biological factors explaining the variation in sponge distribution patterns across 11 sites to determine the potential for the sponges in the lagoon at Palmyra to invade the surrounding reef systems. Signiﬁcant differences in sponge assemblages were found among all but three sites. For all the models we examined the strongest environmental relationships were found for variables related to sedimentation/turbidity and food/habitat availability. Our ﬁndings suggest that the sponges in Palmyra’s lagoon are likely to be restricted to this habitat type where they are associated with conditions resulting from the earlier heavy disturbance and are unlikely to spread to the outer reef environments unless there is a dramatic decline in environmental quality.","2013-01","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:30:58","209-220","","1-2","66","","Marine Pollution Bulletin","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 1-2","","","","Animals,; Ecosystem,; Pacific Islands,; Environmental Monitoring,; Porifera/physiology,; Water Pollution/analysis/statistics & numerical data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2IG4XIP","journalArticle","2016","Knapp, Ingrid S.S; Williams, Gareth J.; Bell, James J.","Temporal dynamics and persistence of sponge assemblages in a Central Pacific atoll lagoon","Marine Ecology","","01739565","10.1111/maec.12303","http://doi.wiley.com/10.1111/maec.12303","Sponges are important components of coral reef fauna, although little is known of their temporal dynamics. Sponges dominate the lagoon system at Palmyra Atoll in the Central Paciﬁc, which may not be its natural state. Here we examined the temporal variability and recruitment rates of these sponge assemblages to determine if they are stable and examined the evidence that a recent transition has occurred from a coral- to sponge-dominated system. We found 24 sponge species in permanent quadrats in the lagoon between 2009 and 2011, and 11 species on our recruitment panels. The sponge assemblage composition and abundance did not vary signiﬁcantly between years and appear stable. Many sponge recruits were found in both years that the panels were examined although higher rates were recorded in the second year of the study. While it seems very possible that a change to a sponge-dominated lagoon is associated with declining environmental quality at Palmyra as a result of modiﬁcations over 70 years ago, without pre-modiﬁcation data on reef assemblage composition this remains speculative. Our observations of short-term temporal stability in the sponge assemblages at Palmyra highlight the potential for sponge-dominated reef states to be maintained in degraded reef environments that are seemingly unsuitable for coral survival.","2016-10","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:04","1147-1153","","5","37","","Mar Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 5","","","","communities,; coral-reefs,; atoll,; coral reef,; abundance,; diversity,; pacific ocean,; lagoon,; phase shift,; sponge,; states","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RDJZTLB","journalArticle","2008","Knowlton, Nancy; Jackson, Jeremy B. C","Shifting Baselines, Local Impacts, and Global Change on Coral Reefs","PLoS Biology","","1545-7885","10.1371/journal.pbio.0060054","https://dx.plos.org/10.1371/journal.pbio.0060054","","2008-02-26","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:08","e54","","2","6","","PLoS Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 2","","","","Animals,; Ecosystem,; Anthozoa,; Greenhouse Effect,; Hydrogen-Ion Concentration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCCX7K43","journalArticle","2015","Koweek, David; Dunbar, Robert B.; Rogers, Justin S.; Williams, Gareth J.; Price, Nichole; Mucciarone, David; Teneva, Lida","Environmental and ecological controls of coral community metabolism on Palmyra Atoll","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-014-1217-3","http://link.springer.com/10.1007/s00338-014-1217-3","","2015-03","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:11","339-351","","1","34","","Coral Reefs","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 1","","","","coral reefs,; climate-change,; calcification,; carbon-dioxide,; constants,; coral ecology,; dissociation,; eulerian measurements,; fluxes; impacts,; lagrangian drifts,; net community calcification,; net community production,; ocean acidification,; reefs,; seawater,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUM8RJ2A","journalArticle","2010","Lafferty, Kevin D.; Hathaway, Stacie A.; Wegmann, Alex S.; Shipley, Frank S.; Backlin, Adam R.; Helm, Joel; Fisher, Robert N.","Stomach Nematodes (Mastophorus muris) in Rats (Rattus rattus) Are Associated with Coconut (Cocos nucifera) Habitat at Palmyra Atoll","Journal of Parasitology","","0022-3395, 1937-2345","10.1645/GE-2180.1","http://www.bioone.org/doi/abs/10.1645/GE-2180.1","Black rats (Rattus rattus) and their stomach nematodes (Mastophorus muris) were historically introduced to islets at Palmyra Atoll in the central Pacific Line Islands. To investigate patterns of parasitism, we trapped rats and quantified nematodes on 13 islets of various sizes and habitat types. Most rats were parasitized (59%) with an average of 12 worms per infected rat. Islet size did not greatly influence parasite population biology. Nematodes also did not appear to affect rat condition (weight to skull length). The only strong and consistent factor associated with the mean abundance of nematodes in rats was habitat (dominant cover and locally dominant plant species). Thus, nematodes were much more abundant in rats from sites dominated by coconut trees (Cocos nucifera). Coconut trees may also be an introduced species at Palmyra Atoll.","2010-02","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:17","16-20","","1","96","","Journal of Parasitology","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 1","","","","Animals,; Ecosystem,; Cocos/growth & development,; Prevalence,; Female,; Male,; Linear Models,; Nematode Infections/epidemiology/parasitology,; Polynesia/epidemiology,; Rats/parasitology,; Rodent Diseases/epidemiology/parasitology,; Stomach Diseases/epidemiology/parasitology/veterinary; Veterinary,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7C4CTEJ","journalArticle","2018","Lafferty, Kevin D.; McLaughlin, John P.; Gruner, Daniel S.; Bogar, Taylor A.; Bui, An; Childress, Jasmine N.; Espinoza, Magaly; Forbes, Elizabeth S.; Johnston, Cora A.; Klope, Maggie; Miller-ter Kuile, Ana; Lee, Michelle; Plummer, Katherine A.; Weber, David A.; Young, Ronald T.; Young, Hillary S.","Local extinction of the Asian tiger mosquito ( <i>Aedes albopictus</i> ) following rat eradication on Palmyra Atoll","Biology Letters","","1744-9561, 1744-957X","10.1098/rsbl.2017.0743","https://royalsocietypublishing.org/doi/10.1098/rsbl.2017.0743","The Asian tiger mosquito,               Aedes albopictus,               appears to have been extirpated from Palmyra Atoll following rat eradication. Anecdotal biting reports, collection records, and regular captures in black-light traps showed the species was present before rat eradication. Since then, there have been no biting reports and no captures over 2 years of extensive trapping (black-light and scent traps). By contrast, the southern house mosquito,               Culex quinquefasciatus,               was abundant before and after rat eradication. We hypothesize that mammals were a substantial and preferred blood meal for               Aedes               , whereas               Culex               feeds mostly on seabirds. Therefore, after rat eradication, humans and seabirds alone could not support positive population growth or maintenance of               Aedes               . This seems to be the first documented accidental secondary extinction of a mosquito. Furthermore, it suggests that preferred host abundance can limit mosquito populations, opening new directions for controlling important disease vectors that depend on introduced species like rats.","2018-02","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:20","20170743","","2","14","","Biol. Lett.","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 2","","","","Animals,; Aedes/physiology,; Culex,; Extinction, Biological,; extirpation,; Introduced Species,; Islands,; Mosquito Vectors/physiology,; Rats,; Rattus,; secondary extinction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VSUUFY4","journalArticle","2011","Madin, Emp; Madin, Js","Predators, facilitators, or both? Re-evaluating an apparent predator–prey relationship","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps09162","http://www.int-res.com/abstracts/meps/v431/p299-302/","Predators and prey are occasionally observed to comingle in close proximity on coral reefs. Both lethal and non-lethal (i.e. behavioral) effects of predators on prey are well documented. However, observations of apparent predator–prey interactions between the piscivorous twinspot snapper Lutjanus bohar and the herbivorous surgeonfish Acanthurus triostegus suggest that the nature of their association may be context-dependent. The context-dependent nature of some species interactions is well-known, and in some cases a single species has been shown to act as both predator and facilitator to its prey. We present incidental in situ observations suggesting that, in the context of voraciously grazing schools of A. triostegus, this species pair may also engage in a facultative mutualistic relationship. Specifically, we propose that within this context, both species may indirectly derive a benefit through changes in the behavior and/or density of territorial damselfishes driven by both L. bohar and A. triostegus. We provide prescriptions for rigorously testing this hypothesis and suggest that re-evaluation of this, and possibly other, ostensibly exclusive predator–prey pairs in marine systems may reveal unexpected relationships. Given the relative lack of examples of such interactions involving the same predator acting as both facilitator and predator from marine versus terrestrial systems, coupled with this preliminary evidence, we propose that this topic is ripe for exploration.","2011-06-09","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:23","299-302","","","431","","Mar. Ecol. Prog. Ser.","Predators, facilitators, or both?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","Coral reef,; Facilitation,; Facultative mutualism,; Fish behavior; Predator–prey interaction,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8LMGUQG","journalArticle","2010","Madin, Elizabeth M. P.; Gaines, Steven D.; Madin, Joshua S.; Warner, Robert R.","Fishing Indirectly Structures Macroalgal Assemblages by Altering Herbivore Behavior","The American Naturalist","","0003-0147, 1537-5323","10.1086/657039","https://www.journals.uchicago.edu/doi/10.1086/657039","Fishing has clear direct effects on harvested species, but its cascading, indirect effects are less well understood. Fishing disproportionately removes larger, predatory ﬁshes from marine food webs. Most studies of the consequent indirect effects focus on density-mediated interactions where predator removal alternately drives increases and decreases in abundances of successively lower trophic-level species. While prey may increase in number with fewer predators, they may also alter their behavior. When such behavioral responses impact the food resources of prey species, behaviorally mediated trophic cascades can dramatically shape landscapes. It remains unclear whether this pathway of change is typically triggered by ocean ﬁshing. By coupling a simple foraging model with empirical observations from coral reefs, we provide a mechanistic basis for understanding and predicting how predator harvest can alter the landscape of risk for herbivores and consequently drive dramatic changes in primary producer distributions. These results broaden trophic cascade predictions for ﬁsheries to include behavioral changes. They also provide a framework for detecting the presence and magnitude of behaviorally mediated cascades. This knowledge will help to reconcile the disparity between expected and observed patterns of ﬁshing-induced cascades in the sea.","2010-12","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:29","785-801","","6","176","","The American Naturalist","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 6","","","","Animals,; Fisheries,; Models, Biological,; Coral Reefs,; Food Chain,; Predatory Behavior,; Population Density,; Population Dynamics,; Seaweed/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4Z29NFV","book","2011","","Encyclopedia of Modern Coral Reefs: Structure, Form and Process","","978-90-481-2638-5 978-90-481-2639-2","","","http://link.springer.com/10.1007/978-90-481-2639-2","","2011","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:32","","","","","","","Encyclopedia of Modern Coral Reefs","Encyclopedia of Earth Sciences Series","","","","Springer Netherlands","Dordrecht","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-90-481-2639-2","","","","","","Hopley, David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5AK69WG","bookSection","2008","Maragos, James; Friedlander, Alan M.; Godwin, Scott; Musburger, Craig; Tsuda, Roy; Flint, Elizabeth; Pantos, Olga; Ayotte, Paula; Sala, Enric; Sandin, Stuart; McTee, Sarah; Siciliano, Daria; Obura, David","US Coral Reefs in the Line and Phoenix Islands, Central Pacific Ocean: Status, Threats and Significance","Coral Reefs of the USA","978-1-4020-6846-1 978-1-4020-6847-8","","","http://link.springer.com/10.1007/978-1-4020-6847-8_16","","2008","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:35","643-654","","","1","","","US Coral Reefs in the Line and Phoenix Islands, Central Pacific Ocean","","","","","Springer Netherlands","Dordrecht","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-1-4020-6847-8_16","","","","","","Riegl, Bernhard M.; Dodge, Richard E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQR5U37T","bookSection","2008","Maragos, James; Miller, Joyce; Gove, Jamison; De Martini, Edward; Friedlander, Alan M.; Godwin, Scott; Musburger, Craig; Timmers, Molly; Tsuda, Roy; Vroom, Peter; Flint, Elizabeth; Lundblad, Emily; Weiss, Jonathan; Ayotte, Paula; Sala, Enric; Sandin, Stuart; McTee, Sarah; Wass, Todd; Siciliano, Daria; Brainard, Russell; Obura, David; Ferguson, Scott; Mundy, Bruce","US Coral Reefs in the Line and Phoenix Islands, Central Pacific Ocean: History, Geology, Oceanography, and Biology","Coral Reefs of the USA","978-1-4020-6846-1 978-1-4020-6847-8","","","http://link.springer.com/10.1007/978-1-4020-6847-8_15","","2008","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:39","595-641","","","","","","US Coral Reefs in the Line and Phoenix Islands, Central Pacific Ocean","","","","","Springer Netherlands","Dordrecht","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-1-4020-6847-8_15","","","","","","Riegl, Bernhard M.; Dodge, Richard E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7D52XNB6","journalArticle","2010","McCauley, Douglas J.; Papastamatiou, Yannis P.; Young, Hillary S.","An Observation of Mating in Free-Ranging Blacktip Reef Sharks, <i>Carcbarbinus melanopterus</i>","Pacific Science","","0030-8870, 1534-6188","10.2984/64.2.349","http://www.bioone.org/doi/10.2984/64.2.349","We describe the mating behavior of free-ranging Blacktip Reef Sharks, Carcharhinus melanopterus, at Palmyra Atoll. This is the ﬁrst primary report of mating in C. melanopterus and the ﬁrst direct observation of mating for an obligate swimming shark species. Similar to that in other nonobligate swimming shark species, mating in C. melanopterus was characterized by multiple males following a single female, a male grabbing the female near the pectoral ﬁn and positioning her head down on the bottom, and the insertion of a single clasper. Copulation lasted 68 sec, which is shorter than the durations recorded for most other shark species.","2010-04","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:44","349-352","","2","64","","Pacific Science","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4N6MK5B6","journalArticle","2010","McCauley, Douglas J.; Micheli, Fiorenza; Young, Hillary S.; Tittensor, Derek P.; Brumbaugh, Daniel R.; Madin, Elizabeth M. P.; Holmes, Katherine E.; Smith, Jennifer E.; Lotze, Heike K.; DeSalles, Paul A.; Arnold, Suzanne N.; Worm, Boris","Acute effects of removing large fish from a near-pristine coral reef","Marine Biology","","0025-3162, 1432-1793","10.1007/s00227-010-1533-2","http://link.springer.com/10.1007/s00227-010-1533-2","","2010-12","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:47","2739-2750","","12","157","","Mar Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 12","","","","Macroalgae,; Benthic Alga,; Crustose Coralline Alga; Large Fish,; Percent Cover,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLKJJ9TR","journalArticle","2012","McCauley, Douglas J.; McLean, Kevin A.; Bauer, John; Young, Hillary S.; Micheli, Fiorenza","Evaluating the performance of methods for estimating the abundance of rapidly declining coastal shark populations","Ecological Applications","","1051-0761","10.1890/11-1059.1","http://doi.wiley.com/10.1890/11-1059.1","Accurately surveying shark populations is critical to monitoring precipitous ongoing declines in shark abundance and interpreting the effects that these reductions are having on ecosystems. To evaluate the effectiveness of existing survey tools, we used ﬁeld trials and computer simulations to critically examine the operation of four common methods for counting coastal sharks: stationary point counts, belt transects, video surveys, and mark and recapture abundance estimators. Empirical and theoretical results suggest that (1) survey method selection has a strong impact on the estimates of shark density that are produced, (2) standardizations by survey duration are needed to properly interpret and compare survey outputs, (3) increasing survey size does not necessarily increase survey precision, and (4) methods that yield the highest density estimates are not always the most accurate. These ﬁndings challenge some of the assumptions traditionally associated with surveying mobile marine animals. Of the methods we trialed, 8 3 50 m belt transects and a 20 m radius point count produced the most accurate estimates of shark density. These ﬁndings can help to improve the ways we monitor, manage, and understand the ecology of globally imperiled coastal shark populations.","2012-03","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:50","385-392","","2","22","","Ecological Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 2","","","","Animals,; Ecosystem,; Models, Biological,; Conservation of Natural Resources,; Population Density,; Environmental Monitoring/methods,; Sharks/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66S53CN4","journalArticle","2012","McCauley, Douglas J.; Young, Hillary S.; Dunbar, Robert B.; Estes, James A.; Semmens, Brice X.; Micheli, Fiorenza","Assessing the effects of large mobile predators on ecosystem connectivity","Ecological Applications","","1051-0761","10.1890/11-1653.1","http://doi.wiley.com/10.1890/11-1653.1","Large predators are often highly mobile and can traverse and use multiple habitats. We know surprisingly little about how predator mobility determines important processes of ecosystem connectivity. Here we used a variety of data sources drawn from Palmyra Atoll, a remote tropical marine ecosystem where large predators remain in high abundance, to investigate how these animals foster connectivity. Our results indicate that three of Palmyra’s most abundant large predators (e.g., two reef sharks and one snapper) use resources from different habitats creating important linkages across ecosystems. Observations of cross-system foraging such as this have important implications for the understanding of ecosystem functioning, the management of large-predator populations, and the design of conservation measures intended to protect whole ecosystems. In the face of widespread declines of large, mobile predators, it is important that resource managers, policy makers, and ecologists work to understand how these predators create connectivity and to determine the impact that their depletions may be having on the integrity of these linkages.","2012-09","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:53","1711-1717","","6","22","","Ecological Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 6","","","","Animals,; Ecosystem,; Fishes/physiology,; Pacific Ocean,; Body Size,; Predatory Behavior/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZRELN28P","journalArticle","2012","McCauley, Douglas J.; Hoffmann, Eva; Young, Hillary S.; Micheli, Fiorenza","Night Shift: Expansion of Temporal Niche Use Following Reductions in Predator Density","PLoS ONE","","1932-6203","10.1371/journal.pone.0038871","https://dx.plos.org/10.1371/journal.pone.0038871","Predation shapes many fundamental aspects of ecology. Uncertainty remains, however, about whether predators can influence patterns of temporal niche construction at ecologically relevant timescales. Partitioning of time is an important mechanism by which prey avoid interactions with predators. However, the traits that control a prey organism’s capacity to operate during a particular portion of the diel cycle are diverse and complex. Thus, diel prey niches are often assumed to be relatively unlikely to respond to changes in predation risk at short timescales. Here we present evidence to the contrary. We report results that suggest that the anthropogenic depletion of daytime active predators (species that are either diurnal or cathemeral) in a coral reef ecosystem is associated with rapid temporal niche expansions in a multi-species assemblage of nocturnal prey fishes. Diurnal comparisons of nocturnal prey fish abundance in predator rich and predator depleted reefs at two atolls revealed that nocturnal fish were approximately six (biomass) and eight (density) times more common during the day on predator depleted reefs. Amongst these, the prey species that likely were the most specialized for nocturnal living, and thus the most vulnerable to predation (i.e. those with greatest eye size to body length ratio), showed the strongest diurnal increases at sites where daytime active predators were rare. While we were unable to determine whether these observed increases in diurnal abundance by nocturnal prey were the result of a numerical or behavioral response, either effect could be ecologically significant. These results raise the possibility that predation may play an important role in regulating the partitioning of time by prey and that anthropogenic depletions of predators may be capable of causing rapid changes to key properties of temporal community architecture.","2012-06-13","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:31:56","e38871","","6","7","","PLoS ONE","Night Shift","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 6","","","","Animals,; Fishes/physiology,; Darkness,; Predatory Behavior","","Gursky-Doyen, Sharon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P78644E5","journalArticle","2013","McCauley, Douglas J.; Power, Eleanor A.; Bird, Douglas W.; McInturff, Alex; Dunbar, Robert B.; Durham, William H.; Micheli, Fiorenza; Young, Hillary S.","Conservation at the edges of the world","Biological Conservation","","00063207","10.1016/j.biocon.2013.05.026","https://linkinghub.elsevier.com/retrieve/pii/S0006320713001766","Remote areas harbor some of the world’s most undisturbed ecosystems. Major conservation gains can be made by effectively protecting nature in these remote zones. Conducting conservation work in remote settings presents both unique challenges and promising opportunities. We discuss how ﬁve commonly used approaches for conservation (buy and protect conservation; conservation motivated by the intrinsic values of nature; ecosystem service based conservation; ecotourism driven conservation; and conservation enabled by community planning) can be optimally applied to protect ecosystems in these special settings. In this discussion we draw examples from two model remote sites: Palmyra and Tabuaeran Atolls. Spatial analyses conducted using population density as a proxy for remoteness indicate that many existing recognized protected areas already include remote regions, but that the vast majority of the overall remote zones on the planet are not yet formally protected. Initiating discussions that directly consider both the roadblocks and opportunities for conservation in remote areas will help increase our odds of successfully protecting biodiversity in these unique and strategically important contexts.","2013-09","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:32:00","139-145","","","165","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","management,; tourism,; community,; biodiversity conservation,; biodiversity,; connectivity,; conservation,; degradation,; ecosystem service,; ecosystems,; ecotourism,; gis,; islands,; people; protected area,; remote,; services,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4V6BCBH","journalArticle","2014","McCauley, Douglas J.; DeSalles, Paul A.; Young, Hillary S.; Papastamatiou, Yannis P.; Caselle, Jennifer E.; Deakos, Mark H.; Gardner, Jonathan P. A.; Garton, David W.; Collen, John D.; Micheli, Fiorenza","Reliance of mobile species on sensitive habitats: a case study of manta rays (Manta alfredi) and lagoons","Marine Biology","","0025-3162, 1432-1793","10.1007/s00227-014-2478-7","http://link.springer.com/10.1007/s00227-014-2478-7","","2014-09","2021-09-23 22:35:35","2021-09-23 22:35:35","2021-06-28 14:32:03","1987-1998","","9","161","","Mar Biol","Reliance of mobile species on sensitive habitats","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 9","","","","palmyra atoll,; coral-reef,; conservation,; carcharhinus-melanopterus,; diel,; ecosystem; movement patterns,; new-caledonia,; pacific-ocean,; reef sharks,; sharks,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
