title,pub_status,pub_date,parc_status,parc_number,lib_status,pub_location,data_link,comments,parc_ref,publication_year,author,publication_title,doi,url,date,journal_abbreviation
Species-specific consequences of ocean acidification for the calcareous tropical green algae Halimeda,PUBLISHED,10/28/2011,ASSIGNED,PARC-0077,UPLOADED,https://doi.org/10.3354/meps09309,-,Library info not verified,"Price, N.N., S.L. Hamilton, J.S. Tootell and J.E. Smith 2011. Species-specific consequences of ocean acidification for the calcareous tropical green algae Halimeda. Marine Ecology Progress Series 440:67-78. {PARC-0077}",2011,"Price, Nn; Hamilton, Sl; Tootell, Js; Smith, Je",Marine Ecology Progress Series,10.3354/meps09309,http://www.int-res.com/abstracts/meps/v440/p67-78/,2011-10-28,Mar. Ecol. Prog. Ser.
Analyses of DNA obtained from shells and brine-preserved meat: giant clams (Tridacna maxima) from the central Pacific Ocean,PUBLISHED,1/25/2012,ASSIGNED,PARC-0078,UPLOADED,http://www.int-res.com/abstracts/meps/v453/p297-301/,-,No data availability reported,"Gardner, J.P.A., C. Boesche, J.M. Meyer, A.R. Wood 2012. Analyses of DNA obtained from shells and brine-preserved meat: giant clams (Tridacna maxima) from the central Pacific Ocean. Marine Ecology Progress Series 453:297-301{PARC-0078}",NA,NA,NA,NA,NA,NA,NA
High-frequency dynamics of ocean pH: a multi-ecosystem comparison,PUBLISHED,12/19/2011,ASSIGNED,PARC-0079,UPLOADED,https://doi.org/10.1371/journal.pone.0028983,-,-,"Hoffman, G.E., J.E. Smith, K.S. Johnson, U. Send, L.A. Levin, F.Micheli, A. Paytan, N. N. Price, B. Peterson, Y. Takeshita, P.G. Matson, E.D. Crook, K.J. Kroeker, M.C. Gambi, E.B. Rivest, C.A. Feieder, P.C. Yu and T.R. Martz. 2011. High-frequency dynamics of ocean pH: a multi-ecosystem comparison. PLoS One 6(12): e28983. doi:10.1371/journal.pone.0028983 {PARC-0079}",NA,NA,NA,NA,NA,NA,NA
Predictive modeling of coral disease distribution within a reef system,PUBLISHED,2/17/2010,ASSIGNED,PARC-0080,UPLOADED,https://doi.org/doi:10.1371/journal.pone.0009264,-,-,"Williams, G.J., G.S. Aeby, R.O.M. Cowie and S.K. Davy. (2010). Predictive modeling of coral disease distribution within a reef system. PLoS ONE 5(2): e9264. doi:10.1371/journal.pone.0009264 {PARC-0080}",2010,"Williams, Gareth J; Aeby, Greta S; Cowie, Rebecca OM; Davy, Simon K",PLoS One,10.1371/journal.pone.0009264,https://www.ncbi.nlm.nih.gov/pubmed/20174663,2010-02-17,NA
Assessing the effects of large mobile predators on ecosystem connectivity,PUBLISHED,4/23/2012,ASSIGNED,PARC-0081,UPLOADED,http://doi.wiley.com/10.1890/11-1653.1,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/11-1653.1,-,"McCauley, D.J., H.S. Young, R.B. Dunbar, J.A. Estes, B.X. Semmens, and F. Micheli. (2012). Assessing the effects of large mobile predators on ecosystem connectivity. Ecological Applications 22(6):1711-1717{PARC-0081}",2012,"McCauley, Douglas J.; Young, Hillary S.; Dunbar, Robert B.; Estes, James A.; Semmens, Brice X.; Micheli, Fiorenza",Ecological Applications,10.1890/11-1653.1,http://doi.wiley.com/10.1890/11-1653.1,2012-09,Ecological Applications
Night shift: expansion of temporal niche use following reductions in predator density,PUBLISHED,6/13/2012,ASSIGNED,PARC-0082,UPLOADED,https://doi.org/doi:10.1371/journal.pone.0038871,https://doi.org/doi:10.1371/journal.pone.0038871,Some supporting information available,"McCauley, D.J., E. Hoffman, H.S. Young and F. Micheli (2012). Night shift: expansion of temporal niche use following reductions in predator density. PLoS ONE 7(6): e38871. doi:10.1371/journal.pone.0038871 {PARC-0082}",NA,NA,NA,NA,NA,NA,NA
"Area restricted searching in manta rays, and their response to spatial scale in lagoon habitats",PUBLISHED,3/13/2012,ASSIGNED,PARC-0083,UPLOADED,http://www.int-res.com/abstracts/meps/v456/p233-244/,-,Data held in other papers or unpublished,"Papastamatiou, Y.P., P.A. DeSalles, and D.J. McCauley. (2012). Area restricted searching in manta rays, and their response to spatial scale in lagoon habitats. Marine Ecology Progress Series 456:233-244{PARC-0083}",NA,NA,NA,NA,NA,NA,NA
Diel variability in seawater pH relates to calcification and benthic community structure on coral reefs,PUBLISHED,8/28/2012,ASSIGNED,PARC-0084,UPLOADED,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0043843#s5,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0043843#s5,PARC number originally listed without the 0,"Price, N.N., T. Martz, R.E. Brainard and J.E. Smith. (2012). Diel variability in seawater pH relates to calcification and benthic community structure on coral reefs. PLoS One 7(8):e43843 {PARC-0084}",NA,NA,NA,NA,NA,NA,NA
The Palmyra Atoll Research Consortium,PUBLISHED,-,ASSIGNED,PARC-0085,UPLOADED,-,-,Dryad repository location listed | PARC number originally listed without the 0,"Suchanek, T. 2012. The Palmyra Atoll Research Consortium. U.S. Geological Survey Fact Sheet 2012-3002, 4 p. {PARC-0085}",2012,"Suchanek, Thomas H",NA,NA,NA,2012,NA
Effects of spatial subsidies and habitat structure on the foraging ecology and size of geckos,PUBLISHED,8/10/2012,ASSIGNED,PARC-0086,UPLOADED,https://doi.org/doi:10.1371/journal.pone.0041364,https://doi.org/doi:10.1371/journal.pone.0041364,"Some data info at paper source link, raw data on AMtK GitHub","Briggs, A.A., H.S. Young, D.J. McCauley, S.A. Hathaway, R.Dirzo and R.N. Fisher 2012. Effects of spatial subsidies and habitat structure on the foraging ecology and size of geckos. PLoS ONE 7(8): e41364. doi:10.1371/journal.pone.0041364 {PARC-0086}",NA,NA,NA,NA,NA,NA,NA
Restriction of sponges to an atoll lagoon as a result of reduced environmental quality,PUBLISHED,11/24/2012,ASSIGNED,PARC-0087,UPLOADED,http://dx.doi.org/10.1016/j.marpolbul.2012.08.017,-,"Library info not verified | Previous title: Environmental drivers of sponge diversity, cover and assemblage composition in the lagoons at Palmyra Atoll, Central Pacific","Knapp, I. S.S., G.J. Williams, J.L. Carballo, J.A. Cruz-Barraza, J.P.A Gardner and J.J. Bell (2013). Environmental drivers of sponge diversity, cover and assemblage composition in the lagoons at Palmyra Atoll, Central Pacific. Marine Pollution Bulletin 66(1-2): 209-220. {PARC-0087}",2013,"Knapp, Ingrid S.S.; Williams, Gareth J.; Carballo, José Luis; Cruz-Barraza, José Antonio; Gardner, Jonathan P.A.; Bell, James J.",Marine Pollution Bulletin,10.1016/j.marpolbul.2012.08.017,https://linkinghub.elsevier.com/retrieve/pii/S0025326X12004171,2013-01,Marine Pollution Bulletin
Ecology and Conservation of Marine Turtles in a Foraging Ground in the Central Pacific,PUBLISHED,-,ASSIGNED,PARC-0088,UPLOADED,http://www.bioone.org/doi/full/10.2744/CCB-1014.1,-,-,"Sterling, E.J, K. McFadden, K. Holmes, E. Vintinner, F. Arengo, and E. Naro-Maciel. (2013). Ecology and Conservation of Marine Turtles in a Foraging Ground in the Central Pacific. Chelonian Conservation Biology 12(1):2-6. {PARC-0088}",NA,NA,NA,NA,NA,NA,NA
Using stable isotope analyses to assess the foraging habits of Palmyra Atoll green turtles (Chelonia mydas),DISSERTATION,-,ASSIGNED,PARC-0089,UPLOADED,-,-,Some supporting information available,"Kelly, Brooke. 2012. Using stable isotope analyses to assess the foraging habits of Palmyra Atoll green turtles (Chelonia mydas). Masters Thesis, Department of Ecology, Evolution and Environmental Biology, Columbia University, 99 pgs.{PARC-0089}",2012,"Kelly, Brooke",NA,NA,NA,2012,NA
Stable isotopes in turtle epibionts as a tool to understand green turtle (Chelonia mydas) regional movement patterns,-,-,ASSIGNED,PARC-0090,UPLOADED,-,-,Some supporting information available,"Detjen, M. 2012. Stable isotopes in turtle epibionts as a tool to understand green turtle (Chelonia mydas) regional movement patterns. Masters Dissertation, Department of Ecology, Evolution and Environmental Biology, Columbia University. 58 pp. {PARC-0090}",2012,"Detjen, Matthias",NA,NA,NA,2012,NA
The roles of productivity and ecosystem size in determining food-chain length in tropical terrestrial ecosystems,PUBLISHED,10/22/2012,ASSIGNED,PARC-0091,UPLOADED,https://pubmed.ncbi.nlm.nih.gov/23687895/,https://pubmed.ncbi.nlm.nih.gov/23687895/,"Does not appear to be the completed version, some comments are visible | MSc Dissertation","Young, H.S., D.J. McCauley, R.B. Dunbar, M.S. Hutson, A. Miller-ter Kuile and R. Dirzo (2012). The roles of productivity and ecosystem size in determining food-chain length in tropical terrestrial ecosystems. Ecology 94(3):692-701 {PARC-0091}",NA,NA,NA,NA,NA,NA,NA
Consumer preference for seeds and seedlings of rare species impacts tree diversity at multiple scales,PUBLISHED,11/16/2012,ASSIGNED,PARC-0092,UPLOADED,https://link.springer.com/article/10.1007%2Fs00442-012-2542-2#SecESM1,https://link.springer.com/article/10.1007%2Fs00442-012-2542-2#SecESM1,-,"Young, H.S., D.J. McCauley, R. Guevara and R. Dirzo (2013). Consumer preference for seeds and seedlings of rare species impacts tree diversity at multiple scales. Oecologia 172:857-867 {PARC-0092}",2013,"Young, Hillary S.; McCauley, Douglas J.; Guevara, Roger; Dirzo, Rodolfo",Oecologia,10.1007/s00442-012-2542-2,http://link.springer.com/10.1007/s00442-012-2542-2,2013-07,Oecologia
"Digenean metacercariae of fishes from the lagoon flats of Palmyra Atoll, Eastern Indo-Pacific",PUBLISHED,1/5/2012,ASSIGNED,PARC-0093,UPLOADED,https://doi.org/10.1017/S0022149X11000526,-,-,"Vidal-Martinez, V.M., M.L. Aguirre-Macedo, J.P. McLaughlin, R.F. Hechinger, A.G. Jaramillo, J.C. Shaw, A.K. James, A.M. Kuris and K.D. Lafferty 2012. Digenean metacercariae of fishes from the lagoon flats of Palmyra Atoll, Eastern Indo-Pacific. Journal of Helminthology 86:493-0509 {PARC-0093}",2012,"Vidal-Martínez, VM; Aguirre-Macedo, ML; McLaughlin, JP; Hechinger, RF; Jaramillo, AG; Shaw, JC; James, AK; Kuris, AM; Lafferty, Kevin D",Journal of helminthology,10.1017/S0022149X11000526,https://www.ncbi.nlm.nih.gov/pubmed/22217399,2012-12,NA
Wide distributional range of marine sponges along the Pacific Ocean,PUBLISHED,5/14/2013,ASSIGNED,PARC-0094,UPLOADED,https://doi.org/10.1080/17451000.2013.765581,-,Some supporting information available,"Carballo, J.L., J.A. Aguilar-Camacho, I.S.S. Knapp and J.J. Bell 2013. Wide distributional range of marine sponges along the Pacific Ocean. Marine Biology Research 9(8): 768-775 {PARC-0094}",2013,"Carballo, José Luis; Aguilar-Camacho, Jose María; Knapp, Ingrid S.; Bell, James J.",Marine Biology Research,10.1080/17451000.2013.765581,http://www.tandfonline.com/doi/abs/10.1080/17451000.2013.765581,2013-10,Marine Biology Research
"Benthic communities at two remote Pacific coral reefs: effects of reef habitat, depth, and wave energy gradients on spatial patterns",PUBLISHED,5/12/2013,ASSIGNED,PARC-0095,UPLOADED,https://www.ncbi.nlm.nih.gov/pubmed/23734341,https://doi.org/10.7717/peerj.81,-,"Williams G.J., J.E. Smith, E.J. Conklin, J.M. Gove, E. Sala and S.A. Sandin. 2013. Benthic communities at two remote Pacific coral reefs: effects of reef habitat, depth, and wave energy gradients on spatial patterns. PeerJ 1:e81 {PARC-0095}",2013,"Williams, Gareth J; Smith, Jennifer E; Conklin, Eric J; Gove, Jamison M; Sala, Enric; Sandin, Stuart A",PeerJ,10.7717/peerj.81,https://www.ncbi.nlm.nih.gov/pubmed/23734341,2013,NA
Conservation at the edges of the world,PUBLISHED,5/21/2013,ASSIGNED,PARC-0096,UPLOADED,https://www.sciencedirect.com/science/article/pii/S0006320713001766?casa_token=iQV4vhQQdOIAAAAA:KbR8tOmkrfzB0-6FEMSYPYea1UMyuZmeFdICNSitKhCJOHYWzjndHi6HXfkolhbxWBWdZB5kHu68,-,Overview of conservation strategies rather than direct sampling,"McCauley, D.J., E. Power, D.W. Bird, A. McInturff, R.B. Dunbar, W.H. Durham, F. Micheli, and H.S. Young. (2013). Conservation at the edges of the world. Biological Conservation 165:139-145{PARC-0096}",2013,"McCauley, Douglas J.; Power, Eleanor A.; Bird, Douglas W.; McInturff, Alex; Dunbar, Robert B.; Durham, William H.; Micheli, Fiorenza; Young, Hillary S.",Biological Conservation,10.1016/j.biocon.2013.05.026,https://linkinghub.elsevier.com/retrieve/pii/S0006320713001766,2013-09,Biological Conservation
Contrasting recovery following removal of growth anomalies in the corals Acropora and Montipora,PUBLISHED,10/11/2013,ASSIGNED,PARC-0097,UPLOADED,https://www.ncbi.nlm.nih.gov/pubmed/24113251,-,-,"Williams, G.J. 2013. Contrasting recovery following removal of growth anomalies in the corals Acropora and Montipora. Diseases of Aquatic Organisms 106:181-185{PARC-0097}",2013,"Williams, Gareth J",Diseases of aquatic organisms,10.3354/dao02652,https://www.ncbi.nlm.nih.gov/pubmed/24113251,2013-10-11,NA
Ocean warming and acidification have complex interactive effects on the dynamics of a marine fungal disease,PUBLISHED,12/17/2013,ASSIGNED,PARC-0098,UPLOADED,http://dx.doi.org/10.1098/rspb.2013.3069,http://dx.doi.org/10.1098/rspb.2013.3069,-,"Williams, G.J. N. Price, B. Ushijima, G.A. Aeby, S. Callahan, S.K. Davy, J.M. Gove, M.D. Johnson, I.S. Knapp, A. Shore-Maggio, J.E. Smith, P. Videau, T. M. Work. 2014. Ocean warming and acidification have complex interactive effects on the dynamics of a marine fungal disease. Proceedings of the Royal Society Biological Sciences 281- 20133069 {PARC-0098}",2014,"Williams, Gareth J.; Price, Nichole N.; Ushijima, Blake; Aeby, Greta S.; Callahan, Sean; Davy, Simon K.; Gove, Jamison M.; Johnson, Maggie D.; Knapp, Ingrid S.; Shore-Maggio, Amanda; Smith, Jennifer E.; Videau, Patrick; Work, Thierry M.",Proceedings of the Royal Society B: Biological Sciences,10.1098/rspb.2013.3069,https://royalsocietypublishing.org/doi/10.1098/rspb.2013.3069,2014-03-07,Proc. R. Soc. B.
"Predicting connectivity of green turtles at Palmyra Atoll, Central Pacific: A focus on mtDNA and dispersal modeling",PUBLISHED,1/2/2014,ASSIGNED,PARC-0099,UPLOADED,http://dx.doi.org/10.1098/rsif.2013.0888,http://dx.doi.org/10.1098/rsif.2013.0888,Some supporting information available,"Naro-Maciel, E., S. Gaughran, N.F. Putman, G. Amato, F. Arengo, P. H. Dutton, K.W. McFadden, E. C. Vintinner, E. J. Sterling. 2014. Predicting connectivity of green turtles at Palmyra Atoll, Central Pacific: A focus on mtDNA and dispersal modeling. Journal of the Royal Society Interface 11:20130999 {PARC-0099}",NA,NA,NA,NA,NA,NA,NA
Distant storms as drivers of environmental change at Pacific atolls,PUBLISHED,1/31/2014,ASSIGNED,PARC-0100,UPLOADED,https://doi.org/10.1371/journal.pone.0087971,http://www.palmyraresearch.org/,Exact data link not provided,"Gardner JPA, Garton DW, Collen JD, Zwartz D. 2014. Distant storms as drivers of environmental change at Pacific atolls. PLoS ONE 9:e87971 {PARC-0100}",NA,NA,NA,NA,NA,NA,NA
"Quantifying patterns of fish herbivory on Palmyra Atoll (USA), an uninhabited predator-dominated central Pacific coral reef",PUBLISHED,3/31/2014,ASSIGNED,PARC-0101,UPLOADED,https://doi.org/10.3354/meps10684,-,-,"Hamilton, S.L., J.E. Smith, N.N. Price, and S.A. Sandin. 2014. Quantifying patterns of fish herbivory on Palmyra Atoll (USA), an uninhabited predator-dominated central Pacific coral reef. Marine Ecology Progress Series 501:141-155 {PARC- 0101}",2014,"Hamilton, Sl; Smith, Je; Price, Nn; Sandin, Sa",Marine Ecology Progress Series,10.3354/meps10684,http://www.int-res.com/abstracts/meps/v501/p141-155/,2014-03-31,Mar. Ecol. Prog. Ser.
Differential plant damage due to litterfall in palm-dominated forest stands in a Central Pacific atoll,PUBLISHED,3/13/2014,ASSIGNED,PARC-0102,UPLOADED,http://dx.doi.org/10.1017/S026646741400008X,-,-,"Young, H.S., D.J. McCauley, A. Pollock, and Dirzo, R. Differential plant damage due to litterfall in palm-dominated forest stands in a Central Pacific atoll. Journal of Tropical Ecology 30:231-236 DOI: http://dx.doi.org/10.1017/S026646741400008X {PARC -0102}",2014,"Young, Hillary S.; McCauley, Douglas J.; Pollock, Amanda; Dirzo, Rodolfo",Journal of Tropical Ecology,10.1017/S026646741400008X,https://www.cambridge.org/core/product/identifier/S026646741400008X/type/journal_article,2014-05,J. Trop. Ecol.
"Conservation management options and actions: Putative decline of coral cover at Palmyra Atoll, Northern Line Islands, as a case study",PUBLISHED,6/2/2014,ASSIGNED,PARC-0103,UPLOADED,https://linkinghub.elsevier.com/retrieve/pii/S0025326X14002914,-,"Raw data is listed as available at palmyraresearch.org, however that URL is an invalid domain and is not linked to a website","Gardner J.P.A, Bartz R.J., Brainard R.E., Collen J.D., Dunbar R.B., Garton D.W., Powell S. 2014. Conservation management options and actions: Putative decline of coral cover at Palmyra Atoll, Northern Line Islands, as a case study. Marine Pollution Bulletin 84:182-190. {PARC-0103}",2014,"Gardner, Jonathan P.A.; John Bartz, R.; Brainard, Russell E.; Collen, John D.; Dunbar, Robert B.; Garton, David W.; Powell, Sam",Marine Pollution Bulletin,10.1016/j.marpolbul.2014.05.013,https://linkinghub.elsevier.com/retrieve/pii/S0025326X14002914,2014-07,Marine Pollution Bulletin
Reliance of mobile species on sensitive habitats: A case study of manta rays (Manta alfredi) and lagoons,PUBLISHED,6/26/2014,ASSIGNED,PARC-0104,UPLOADED,https://doi.org/10.1007/s00227-014-2478-7,-,Library info not verified,"McCauley D.J., P.A. DeSalles, H.S. Young, Y.P. Papastamatiou, J.E. Caselle, M.H. Deakos, J.P.A. Gardner, D.W. Garton, J.D. Collen, F. Micheli. 2014. Reliance of mobile species on sensitive habitats: A case study of manta rays (Manta alfredi) and lagoons. Marine Biology 161:1987-1998. Doi 10.1007/s00227-014-2478-7 {PARC- 0104}",NA,NA,NA,NA,NA,NA,NA
Positive and Negative Effects of a Threatened Parrotfish on Reef Ecosystems,PUBLISHED,1/11/2014,ASSIGNED,PARC-0105,UPLOADED,https://doi.org/doi:10.1111/cobi.12314,https://doi.org/doi:10.1111/cobi.12314,Some supporting information available,"McCauley, D. J., Young, H. S., Guevara, R., Williams, G. J., Power, E. A., Dunbar, R. B., Bird, D. W., Durham, W. H. and F. Micheli (2014), Positive and Negative Effects of a Threatened Parrotfish on Reef Ecosystems. Conservation Biology. doi: 10.1111/cobi.12314 {PARC-0105}",NA,NA,NA,NA,NA,NA,NA
"New Records of Hyachelia tortugae Barnard, 1967 and H. lowryi Serejo and Sittrop, 2009 (Amphipoda: Gammaridea: Hyalidae) from Palmyra Atoll National Wildlife Refuge: Co-occurrence on Pacific Green Turtles (Chelonia mydas). American Museum Novitates. {PARC- 0106}.",PUBLISHED,7/30/2014,ASSIGNED,PARC-0106,UPLOADED,http://www.bioone.org/doi/full/10.1206/3809.1,-,-,"Yabut, M.G, E.A. Lazo-Wasem, E.J. Sterling and A. Gomez New Records of Hyachelia tortugae Barnard, 1967 and H. lowryi Serejo and Sittrop, 2009 (Amphipoda: Gammaridea: Hyalidae) from Palmyra Atoll National Wildlife Refuge: Co-occurrence on Pacific Green Turtles (Chelonia mydas). American Museum Novitates. {PARC- 0106}.",NA,NA,NA,NA,NA,NA,NA
Fishing drives declines in fish parasite diversity and has variable effects on parasite abundance,PUBLISHED,12/10/2013,ASSIGNED,PARC-0107,UPLOADED,http://doi.org/doi:10.1890/13-1270.1,http://doi.org/doi:10.1890/13-1270.1,Some supplementary info available,"Wood, C.L., S. A. Sandin, B. Zgliczynski, A.S. Guerra, and F. Micheli (2014). Fishing drives declines in fish parasite diversity and has variable effects on parasite abundance. Ecology 95: 1929–1946. doi:10.1890/13-1270.1{PARC-0107}",2014,"Wood, Chelsea L.; Sandin, Stuart A.; Zgliczynski, Brian; Guerra, Ana Sofía; Micheli, Fiorenza",Ecology,10.1890/13-1270.1,http://doi.wiley.com/10.1890/13-1270.1,2014-07,Ecology
Potential impacts of historical disturbance on green turtle health in the unique and protected marine ecosystem of Palmyra Atoll (Central Pacific),PUBLISHED,10/23/2014,ASSIGNED,PARC-0108,UPLOADED,https://dx.doi.org/10.1016/j.marpolbul.2014.10.012,-,PARC number originally listed without the 0,"McFadden, K.W., A. Gómez, E.J. Sterling, and E. Naro-Maciel. 2014. Potential impacts of historical disturbance on green turtle health in the unique and protected marine ecosystem of Palmyra Atoll (Central Pacific). Marine Pollution Bulletin. 89:160-167. http://dx.doi.org/10.1016/j.marpolbul.2014.10.012. {PARC-0108}",NA,NA,NA,NA,NA,NA,NA
Environmental and ecological controls of coral community metabolism on Palmyra Atoll,PUBLISHED,9/27/2014,ASSIGNED,PARC-0109,UPLOADED,https://doi.org/10.1007/s00338-014-1217-3,https://doi.org/10.1007/s00338-014-1217-3,Some information notes as available,"Koweek, D., R.B. Dunbar, J.S. Rogers, G.J. Williams, N. Price, D. Mucciarone and L. Teneva. 2014. Environmental and ecological controls of coral community metabolism on Palmyra Atoll. Coral Reefs. DOI 10.1007/s00338-014-1217-3 {PARC-0109}",2015,"Koweek, David; Dunbar, Robert B.; Rogers, Justin S.; Williams, Gareth J.; Price, Nichole; Mucciarone, David; Teneva, Lida",Coral Reefs,10.1007/s00338-014-1217-3,http://link.springer.com/10.1007/s00338-014-1217-3,2015-03,Coral Reefs
"First records of the sicklefin lemon shark, Negaprion acutidens, at Palmyra Atoll, central Pacific: a recent colonization event",PUBLISHED,9/23/2014,ASSIGNED,PARC-0110,UPLOADED,https://doi.org/doi:10.1017/S175526721400116X; e114,-,All mentioned observations have data provided in the paper itself,"Papastamatiou, Y.P, C.L. Wood, D. Bradley, D.J. McCauley, A.L. Pollock and J.E. Caselle. 2014. First records of the sicklefin lemon shark, Negaprion acutidens, at Palmyra Atoll, central Pacific: a recent colonization event. Marine Biodiversity Records. 7. doi:10.1017/S175526721400116X; e114 {PARC-0110}",NA,NA,NA,NA,NA,NA,NA
Benthic processes and overlying fish assemblages drive the composition of benthic detritus on a central Pacific coral reef,PUBLISHED,1/14/2013,ASSIGNED,PARC-0111,UPLOADED,https://doi.org/10.3354/meps10259,http://www.int-res.com/articles/suppl/m482p181_supp.pdf,"Library info not verified |   NOTE: 0111 did not exist, assigned to this reference (also not included) in Dec. 2019 by kdk",NA,2013,"Max, Lisa M; Hamilton, Scott L; Gaines, Steven D; Warner, Robert R",Marine Ecology Progress Series,10.3354/meps10259,https://doi.org/10.3354/meps10259,2013,Mar Ecol Prog Ser
Umbrella species in marine systems: using the endangered humphead wrasse to conserve coral reefs,PUBLISHED,4/29/2015,ASSIGNED,PARC-0112,UPLOADED,https://doi.org/10.3354/esr00663,http://www.int-res.com/articles/suppl/n027p251_supp.pdf,Library info not verified,"Weng, K.C. M.W. Pedersen, G.A. Del Raye, J.E. Caselle, and A.E. Gray. 2015. Umbrella species in marine systems: using the endangered humphead wrasse to conserve coral reefs. Endangered Species Research 27:251-263 {PARC-0112)",2015,"Weng, Kc; Pedersen, Mw; Del Raye, Ga; Caselle, Je; Gray, Ae",Endangered Species Research,10.3354/esr00663,http://www.int-res.com/abstracts/esr/v27/n3/p251-263/,2015-04-29,Endang. Species. Res.
Field Observations of Wave-Driven Circulation over Spur and Groove Formations on a Coral Reef,PUBLISHED,1/21/2015,ASSIGNED,PARC-0113,UPLOADED,"https://doi.org/10.1002/
2014JC010464",-,-,"Rogers, J.S., S. G. Monismith, R.B. Dunbar, D.A. Koweek. 2015. Field Observations of Wave-Driven Circulation over Spur and Groove Formations on a Coral Reef. JGR Oceans 120:145-160. {PARC-0113}",NA,NA,NA,NA,NA,NA,NA
Coral reef benthic regimes exhibit non-linear threshold responses to natural physical drivers,PUBLISHED,3/2/2015,ASSIGNED,PARC-0114,UPLOADED,https://doi.org/10.3354/meps11118,-,-,"Gove, J.M, G.J. Williams, M.A. McManus, J.S. Clark, J.S. Ehses, and L.M. Wedding. 2015. Coral reef benthic regimes exhibit non-linear threshold responses to natural physical drivers. Mar Ecol Prog Ser 522:33-48. https://doi.org/10.3354/meps11118. {PARC-0114}",2015,"Gove, Jamison M; Williams, Gareth J; McManus, Margaret A; Clark, Susan J; Ehses, Julia S; Wedding, Lisa M",Marine Ecology Progress Series,10.3354/meps11118,https://doi.org/10.3354/meps11118,2015-03-02,Mar Ecol Prog Ser
"Drivers of Daily Routines in an Ectothermic Marine Predator: Hunt Warm, Rest Warmer?",PUBLISHED,6/10/2015,ASSIGNED,PARC-0115,UPLOADED,https://doi.org/doi:10.1371/journal.pone.0127807,https://doi/org/10.1371/journal.pone.0127807,Raw data noted as available in supporting information files,"Papastamatiou, .YP., Y.Y. Watanabe, D. Bradley, L.E. Dee, K. Weng, C.G. Lowe, and J.E. Caselle. 2015. Drivers of Daily Routines in an Ectothermic Marine Predator: Hunt Warm, Rest Warmer? PLoS ONE 10(6): e0127807. doi:10.1371/journal.pone.0127807 {PARC-0115}",2015,"Papastamatiou, Yannis P.; Watanabe, Yuuki Y.; Bradley, Darcy; Dee, Laura E.; Weng, Kevin; Lowe, Christopher G.; Caselle, Jennifer E.",PLOS ONE,10.1371/journal.pone.0127807,https://dx.plos.org/10.1371/journal.pone.0127807,2015-06-10,PLoS ONE
Frictional wave dissipation on a remarkably rough reef,PUBLISHED,5/23/2015,ASSIGNED,PARC-0116,UPLOADED,https://doi.org/doi:10.1002/2015GL063804,https://doi.org/doi:10.1002/2015GL063804,Some supporting information available,"Monismith, S. G., J. S. Rogers, D. Koweek, and R. B. Dunbar. 2015. Frictional wave dissipation on a remarkably rough reef, Geophys. Res. Lett., 42, doi:10.1002/2015GL063804.{PARC-0116}",2015,"Monismith, Stephen G.; Rogers, Justin S.; Koweek, David; Dunbar, Robert B.",Geophysical Research Letters,10.1002/2015GL063804,https://onlinelibrary.wiley.com/doi/abs/10.1002/2015GL063804,2015-05-28,Geophys. Res. Lett.
Temporal dynamics and persistence of sponge assemblages in a Central Pacific atoll lagoon,PUBLISHED,6/6/2015,ASSIGNED,PARC-0117,UPLOADED,https://doi.org/doi:10.1111/maec.12303,-,Library info not verified,"Knapp, I.S., G.J. Williams, and J.J. Bell. 2016. Temporal dynamics and persistence of sponge assemblages in a Central Pacific atoll lagoon. Marine Ecology. 10.1111/maec.12303 {PARC-0117}",2016,"Knapp, Ingrid S.S; Williams, Gareth J.; Bell, James J.",Marine Ecology,10.1111/maec.12303,http://doi.wiley.com/10.1111/maec.12303,2016-10,Mar Ecol
"Cryptic species obscure introduction pathway of the blue Caribbean sponge (Haliclona (Soestella) caerulea), (order: Haplosclerida) to Palmyra Atoll, Central Pacific",PUBLISHED,8/6/2015,ASSIGNED,PARC-0118,UPLOADED,https://doi.org/10.7717/peerj.1170,https://peerj.com/articles/1170/#supplemental-information,-,"Knapp IS, Z.H. Forsman, G.J. Williams, R.J. Toonen, and J.J. Bell. 2015. Cryptic species obscure introduction pathway of the blue Caribbean sponge (Haliclona (Soestella) caerulea), (order: Haplosclerida) to Palmyra Atoll, Central Pacific. PeerJ 3:e1170https://doi.org/10.7717/peerj.1170 {PARC-0118}",NA,NA,NA,NA,NA,NA,NA
Stable isotopes in barnacles as a tool to understand green sea turtle (Chelonia mydas) regional movement patterns,PUBLISHED,12/8/2015,ASSIGNED,PARC-0119,UPLOADED,https://doi.org/doi:10.5194/bgd-12-4655-2015,http://dx.doi.org/10.5194/bg-12-7081-2015-supplement,Some supporting information available,"Detjen, M. E. Sterling, and A. Gómez. 2015. Stable isotopes in barnacles as a tool to understand green sea turtle (Chelonia mydas) regional movement patterns. Biogeosciences Discuss. 12:4655-4669, doi:10.5194/bgd-12-4655-2015. {PARC-0119}",NA,NA,NA,NA,NA,NA,NA
