title,pub_status,pub_date,parc_status,parc_number,lib_status,pub_location,data_link,comments,reference,parc_ref,publication_year,author,publication_title,doi,url,date,journal_abbreviation
"Quantifying Patterns Of Fish Herbivory On Palmyra Atoll (Usa), An Uninhabited Predator-Dominated Central Pacific Coral Reef",PUBLISHED,3/31/2014,ASSIGNED,PARC-0101,UPLOADED,https://doi.org/10.3354/meps10684,-,-,NA,"Hamilton, S.L., J.E. Smith, N.N. Price, and S.A. Sandin. 2014. Quantifying patterns of fish herbivory on Palmyra Atoll (USA), an uninhabited predator-dominated central Pacific coral reef. Marine Ecology Progress Series 501:141-155 {PARC- 0101}",2014,"Hamilton, Sl; Smith, Je; Price, Nn; Sandin, Sa",Marine Ecology Progress Series,10.3354/meps10684,http://www.int-res.com/abstracts/meps/v501/p141-155/,2014-03-31,Mar. Ecol. Prog. Ser.
Differential Plant Damage Due To Litterfall In Palm-Dominated Forest Stands In A Central Pacific Atoll,PUBLISHED,3/13/2014,ASSIGNED,PARC-0102,UPLOADED,http://dx.doi.org/10.1017/S026646741400008X,-,-,NA,"Young, H.S., D.J. McCauley, A. Pollock, and Dirzo, R. Differential plant damage due to litterfall in palm-dominated forest stands in a Central Pacific atoll. Journal of Tropical Ecology 30:231-236 DOI: http://dx.doi.org/10.1017/S026646741400008X {PARC -0102}",2014,"Young, Hillary S.; McCauley, Douglas J.; Pollock, Amanda; Dirzo, Rodolfo",Journal of Tropical Ecology,10.1017/S026646741400008X,https://www.cambridge.org/core/product/identifier/S026646741400008X/type/journal_article,2014-05,J. Trop. Ecol.
"Conservation Management Options And Actions: Putative Decline Of Coral Cover At Palmyra Atoll, Northern Line Islands, As A Case Study",PUBLISHED,6/2/2014,ASSIGNED,PARC-0103,UPLOADED,https://linkinghub.elsevier.com/retrieve/pii/S0025326X14002914,-,"Raw data is listed as available at palmyraresearch.org, however that URL is an invalid domain and is not linked to a website",NA,"Gardner J.P.A, Bartz R.J., Brainard R.E., Collen J.D., Dunbar R.B., Garton D.W., Powell S. 2014. Conservation management options and actions: Putative decline of coral cover at Palmyra Atoll, Northern Line Islands, as a case study. Marine Pollution Bulletin 84:182-190. {PARC-0103}",2014,"Gardner, Jonathan P.A.; John Bartz, R.; Brainard, Russell E.; Collen, John D.; Dunbar, Robert B.; Garton, David W.; Powell, Sam",Marine Pollution Bulletin,10.1016/j.marpolbul.2014.05.013,https://linkinghub.elsevier.com/retrieve/pii/S0025326X14002914,2014-07,Marine Pollution Bulletin
Reliance Of Mobile Species On Sensitive Habitats: A Case Study Of Manta Rays (Manta Alfredi) And Lagoons,PUBLISHED,6/26/2014,ASSIGNED,PARC-0104,UPLOADED,https://doi.org/10.1007/s00227-014-2478-7,-,Library info not verified,NA,"McCauley D.J., P.A. DeSalles, H.S. Young, Y.P. Papastamatiou, J.E. Caselle, M.H. Deakos, J.P.A. Gardner, D.W. Garton, J.D. Collen, F. Micheli. 2014. Reliance of mobile species on sensitive habitats: A case study of manta rays (Manta alfredi) and lagoons. Marine Biology 161:1987-1998. Doi 10.1007/s00227-014-2478-7 {PARC- 0104}",2014,"McCauley, Douglas J.; DeSalles, Paul A.; Young, Hillary S.; Papastamatiou, Yannis P.; Caselle, Jennifer E.; Deakos, Mark H.; Gardner, Jonathan P. A.; Garton, David W.; Collen, John D.; Micheli, Fiorenza",Marine Biology,10.1007/s00227-014-2478-7,http://link.springer.com/10.1007/s00227-014-2478-7,2014-09,Mar Biol
Fishing Drives Declines In Fish Parasite Diversity And Has Variable Effects On Parasite Abundance,PUBLISHED,12/10/2013,ASSIGNED,PARC-0107,UPLOADED,http://doi.org/doi:10.1890/13-1270.1,http://doi.org/doi:10.1890/13-1270.1,Some supplementary info available,NA,"Wood, C.L., S. A. Sandin, B. Zgliczynski, A.S. Guerra, and F. Micheli (2014). Fishing drives declines in fish parasite diversity and has variable effects on parasite abundance. Ecology 95: 1929–1946. doi:10.1890/13-1270.1{PARC-0107}",2014,"Wood, Chelsea L.; Sandin, Stuart A.; Zgliczynski, Brian; Guerra, Ana Sofía; Micheli, Fiorenza",Ecology,10.1890/13-1270.1,http://doi.wiley.com/10.1890/13-1270.1,2014-07,Ecology
Environmental And Ecological Controls Of Coral Community Metabolism On Palmyra Atoll,PUBLISHED,9/27/2014,ASSIGNED,PARC-0109,UPLOADED,https://doi.org/10.1007/s00338-014-1217-3,https://doi.org/10.1007/s00338-014-1217-3,Some information notes as available,NA,"Koweek, D., R.B. Dunbar, J.S. Rogers, G.J. Williams, N. Price, D. Mucciarone and L. Teneva. 2014. Environmental and ecological controls of coral community metabolism on Palmyra Atoll. Coral Reefs. DOI 10.1007/s00338-014-1217-3 {PARC-0109}",2015,"Koweek, David; Dunbar, Robert B.; Rogers, Justin S.; Williams, Gareth J.; Price, Nichole; Mucciarone, David; Teneva, Lida",Coral Reefs,10.1007/s00338-014-1217-3,http://link.springer.com/10.1007/s00338-014-1217-3,2015-03,Coral Reefs
Benthic Processes And Overlying Fish Assemblages Drive The Composition Of Benthic Detritus On A Central Pacific Coral Reef,PUBLISHED,1/14/2013,ASSIGNED,PARC-0111,UPLOADED,https://doi.org/10.3354/meps10259,http://www.int-res.com/articles/suppl/m482p181_supp.pdf,"Library info not verified |   NOTE: 0111 did not exist, assigned to this reference (also not included) in Dec. 2019 by kdk",NA,NA,2013,"Max, Lisa M; Hamilton, Scott L; Gaines, Steven D; Warner, Robert R",Marine Ecology Progress Series,10.3354/meps10259,https://doi.org/10.3354/meps10259,2013,Mar Ecol Prog Ser
Umbrella Species In Marine Systems: Using The Endangered Humphead Wrasse To Conserve Coral Reefs,PUBLISHED,4/29/2015,ASSIGNED,PARC-0112,UPLOADED,https://doi.org/10.3354/esr00663,http://www.int-res.com/articles/suppl/n027p251_supp.pdf,Library info not verified,NA,"Weng, K.C. M.W. Pedersen, G.A. Del Raye, J.E. Caselle, and A.E. Gray. 2015. Umbrella species in marine systems: using the endangered humphead wrasse to conserve coral reefs. Endangered Species Research 27:251-263 {PARC-0112)",2015,"Weng, Kc; Pedersen, Mw; Del Raye, Ga; Caselle, Je; Gray, Ae",Endangered Species Research,10.3354/esr00663,http://www.int-res.com/abstracts/esr/v27/n3/p251-263/,2015-04-29,Endang. Species. Res.
Coral Reef Benthic Regimes Exhibit Non-Linear Threshold Responses To Natural Physical Drivers,PUBLISHED,3/2/2015,ASSIGNED,PARC-0114,UPLOADED,https://doi.org/10.3354/meps11118,-,-,NA,"Gove, J.M, G.J. Williams, M.A. McManus, J.S. Clark, J.S. Ehses, and L.M. Wedding. 2015. Coral reef benthic regimes exhibit non-linear threshold responses to natural physical drivers. Mar Ecol Prog Ser 522:33-48. https://doi.org/10.3354/meps11118. {PARC-0114}",2015,"Gove, Jamison M; Williams, Gareth J; McManus, Margaret A; Clark, Susan J; Ehses, Julia S; Wedding, Lisa M",Marine Ecology Progress Series,10.3354/meps11118,https://doi.org/10.3354/meps11118,2015-03-02,Mar Ecol Prog Ser
"Drivers Of Daily Routines In An Ectothermic Marine Predator: Hunt Warm, Rest Warmer?",PUBLISHED,6/10/2015,ASSIGNED,PARC-0115,UPLOADED,https://doi.org/doi:10.1371/journal.pone.0127807,https://doi/org/10.1371/journal.pone.0127807,Raw data noted as available in supporting information files,NA,"Papastamatiou, .YP., Y.Y. Watanabe, D. Bradley, L.E. Dee, K. Weng, C.G. Lowe, and J.E. Caselle. 2015. Drivers of Daily Routines in an Ectothermic Marine Predator: Hunt Warm, Rest Warmer? PLoS ONE 10(6): e0127807. doi:10.1371/journal.pone.0127807 {PARC-0115}",2015,"Papastamatiou, Yannis P.; Watanabe, Yuuki Y.; Bradley, Darcy; Dee, Laura E.; Weng, Kevin; Lowe, Christopher G.; Caselle, Jennifer E.",PLOS ONE,10.1371/journal.pone.0127807,https://dx.plos.org/10.1371/journal.pone.0127807,2015-06-10,PLoS ONE
Frictional Wave Dissipation On A Remarkably Rough Reef,PUBLISHED,5/23/2015,ASSIGNED,PARC-0116,UPLOADED,https://doi.org/doi:10.1002/2015GL063804,https://doi.org/doi:10.1002/2015GL063804,Some supporting information available,NA,"Monismith, S. G., J. S. Rogers, D. Koweek, and R. B. Dunbar. 2015. Frictional wave dissipation on a remarkably rough reef, Geophys. Res. Lett., 42, doi:10.1002/2015GL063804.{PARC-0116}",2015,"Monismith, Stephen G.; Rogers, Justin S.; Koweek, David; Dunbar, Robert B.",Geophysical Research Letters,10.1002/2015GL063804,https://onlinelibrary.wiley.com/doi/abs/10.1002/2015GL063804,2015-05-28,Geophys. Res. Lett.
Temporal Dynamics And Persistence Of Sponge Assemblages In A Central Pacific Atoll Lagoon,PUBLISHED,6/6/2015,ASSIGNED,PARC-0117,UPLOADED,https://doi.org/doi:10.1111/maec.12303,-,Library info not verified,NA,"Knapp, I.S., G.J. Williams, and J.J. Bell. 2016. Temporal dynamics and persistence of sponge assemblages in a Central Pacific atoll lagoon. Marine Ecology. 10.1111/maec.12303 {PARC-0117}",2016,"Knapp, Ingrid S.S; Williams, Gareth J.; Bell, James J.",Marine Ecology,10.1111/maec.12303,http://doi.wiley.com/10.1111/maec.12303,2016-10,Mar Ecol
Wave Dynamics Of A Pacific Atoll With High Frictional Effects,PUBLISHED,1/11/2016,ASSIGNED,PARC-0120,UPLOADED,http://dx.doi.org/10.1002/2015JC011170,http://dx.doi.org/10.1002/2015JC011170,Library info not verified,NA,"Rogers, J.S., S.G. Monismith, D.A. Koweek and R.B. Dunbar. 2015. Wave dynamics of a pacific atoll with high frictional effects. J. Geophys. Res. Ocean. 120: 1–18. doi:10.1002/2015JC011170. {PARC-0120}",2016,"Rogers, Justin S; Monismith, Stephen G; Koweek, David A; Dunbar, Robert B",Journal of Geophysical Research: Oceans,10.1002/2015JC011170,http://dx.doi.org/10.1002/2015JC011170,2016-01,J Geophys Res-Oceans
Use Of High-Resolution Acoustic Cameras To Study Reef Shark Behavioral Ecology,PUBLISHED,6/1/2016,ASSIGNED,PARC-0123,UPLOADED,https://linkinghub.elsevier.com/retrieve/pii/S0022098116300855,http://dx.doi.org/10.1016/j.jembe.2016.04.012,Book chapter,NA,"McCauley, DJ, P.A. DeSalles, H.S. Young, J.P.A. Gardner, and F. Micheli. 2016. Use of high-resolution acoustic cameras to study reef shark behavioral ecology. Journal of Experimental Marine Biology and Ecology 482:128–133 {PARC-0123}",2016,"McCauley, Douglas J.; DeSalles, Paul A.; Young, Hillary S.; Gardner, Jonathan P.A.; Micheli, Fiorenza",Journal of Experimental Marine Biology and Ecology,10.1016/j.jembe.2016.04.012,https://linkinghub.elsevier.com/retrieve/pii/S0022098116300855,2016-09,Journal of Experimental Marine Biology and Ecology
Large-Area Imaging Reveals Biologically Driven Non-Random Spatial Patterns Of Corals At A Remote Reef,PUBLISHED,10/12/2017,ASSIGNED,PARC-0125,UPLOADED,https://doi.org/10.1007/s00338-017-1624-3,-,PARC number originally listed without the 0,NA,Edwards Clinton et al. Coral Reefs SUBMITTED {PARC-0125},2017,"Edwards, Clinton B; Eynaud, Yoan; Williams, Gareth J; Pedersen, Nicole E; Zgliczynski, Brian J; Gleason, Arthur CR; Smith, Jennifer E; Sandin, Stuart A",Coral Reefs,10.1007/s00338-017-1624-3,https://doi.org/10.1007/s00338-017-1624-3,2017-12,Coral Reefs
"A Coupled Wave-Hydrodynamic Model Of An Atoll With High Friction: Mechanisms For Flow, Connectivity, And Ecological Implications",PUBLISHED,12/28/2016,ASSIGNED,PARC-0127,UPLOADED,https://www.sciencedirect.com/science/article/pii/S146350031630169X?via%3Dihub,-,-,NA,"Rogers, J.S., S.G. Monismith, O.B. Fringer, D.A. Koweek and R.B. Dunbar. 2017. A coupled wave-hydrodynamic model of an atoll with high friction: mechanisms for flow, connectivity, and ecological implications. Ocean Modelling 110:66–82. {PARC-0127}",2017,"Rogers, Justin S.; Monismith, Stephen G.; Fringer, Oliver B.; Koweek, David A.; Dunbar, Robert B.",Ocean Modelling,10.1016/j.ocemod.2016.12.012,https://linkinghub.elsevier.com/retrieve/pii/S146350031630169X,2017-02,Ocean Modelling
Coral Larvae Change Their Settlement Preference For Crustose Coralline Algae Dependent On Availability Of Bare Space,PUBLISHED,2/2/2018,ASSIGNED,PARC-0128,UPLOADED,https://doi.org/10.1007/s00338-018-1665-2,-,-,NA,"Elmer, F et al {PARC-0128}",2018,"Elmer, Franziska; Bell, James J.; Gardner, Jonathan P. A.",Coral Reefs,10.1007/s00338-018-1665-2,http://link.springer.com/10.1007/s00338-018-1665-2,2018-06,Coral Reefs
Activity Seascapes Highlight Central Place Foraging Strategies In Marine Predators That Never Stop Swimming,PUBLISHED,5/28/2018,ASSIGNED,PARC-0129,UPLOADED,https://doi.org/10.1186/s40462-018-0127-3,-,Data available by request to author,NA,"Papastamatiou,Y.P., Y.Y. Watanabe, U. Demšar, V. Leos-Barajas, R. Langrock, D. Bradley, K. Weng, C.G. Lowe, A.M. Friedlander, and J.E. Caselle. Activity seascapes highlight central place refuging strategies in marine predators that do not need a shelter. Submitted to Animal Behavior{PARC-0129}",2018,"Papastamatiou, Yannis P.; Watanabe, Yuuki Y.; Demšar, Urška; Leos-Barajas, Vianey; Bradley, Darcy; Langrock, Roland; Weng, Kevin; Lowe, Christopher G.; Friedlander, Alan M.; Caselle, Jennifer E.",Movement Ecology,10.1186/s40462-018-0127-3,https://movementecologyjournal.biomedcentral.com/articles/10.1186/s40462-018-0127-3,2018-12,Mov Ecol
Growth And Life History Variability Of The Grey Reef Shark (Carcharhinus Amblyrhynchos) Across Its Range,PUBLISHED,2/16/2017,ASSIGNED,PARC-0130,UPLOADED,"https://doi.org/10.1371/
journal.pone.0172370","https://doi.org/10.1371/
journal.pone.0172370",Some supporting information available,NA,"Bradley D, E. Conklin, Y.P. Papastamatiou, D.J. McCauley, K. Pollock, B.E. Kendall, S.D. Gaines, and J.E. Caselle. 2017. Growth and life history variability of the grey reef shark (Carcharhinus amblyrhynchos) across its range. PLoS ONE. 12:1-20. {PARC-0130}",2017,"Bradley, Darcy; Conklin, Eric; Papastamatiou, Yannis P.; McCauley, Douglas J.; Pollock, Kydd; Kendall, Bruce E.; Gaines, Steven D.; Caselle, Jennifer E.",PLOS ONE,10.1371/journal.pone.0172370,https://dx.plos.org/10.1371/journal.pone.0172370,2017-02-16,PLoS ONE
Resetting Predator Baselines In Coral Reef Ecosystems,PUBLISHED,2/21/2017,ASSIGNED,PARC-0131,UPLOADED,https://doi.org/10.1038/srep43131,-,PARC number originally listed without the 0,NA,"Bradley D, E. Conklin, Y.P. Papastamatiou, D.J. McCauley, K. Pollock, A. Pollock, B.E. Kendall, S.D. Gaines, and J.E. Caselle. 2017. Resetting predator baselines in coral reef ecosystems.. Sci Rep. 7:43131.{PARC-0131}",2017,"Bradley, Darcy; Conklin, Eric; Papastamatiou, Yannis P; McCauley, Douglas J; Pollock, Kydd; Pollock, Amanda; Kendall, Bruce E; Gaines, Steven D; Caselle, Jennifer E",Scientific Reports,10.1038/srep43131,https://www.ncbi.nlm.nih.gov/pubmed/28220895,2017-02-21,NA
No Persistent Behavioural Effects Of Scuba Diving On Reef Sharks,PUBLISHED,3/13/2017,ASSIGNED,PARC-0132,UPLOADED,https://doi.org/10.3354/meps12053,https://doi.org/10.3354/meps12053,Some supporting information available,NA,"Bradley D., Y.P Papastamatiou, and J.E. Caselle. 2017. No persistent behavioural effects of SCUBA diving on reef sharks. Marine Ecology Progress Series. 567:173-184 {PARC-0132}",2017,"Bradley, Darcy; Papastamatiou, Yannis P; Caselle, Jennifer E",Marine Ecology Progress Series,10.3354/meps12053,https://doi.org/10.3354/meps12053,2017-03-13,Mar Ecol Prog Ser
Assessing The Effectiveness Of A Large Marine Protected Area For Reef Shark Conservation,PUBLISHED,1/13/2017,ASSIGNED,PARC-0133,UPLOADED,https://linkinghub.elsevier.com/retrieve/pii/S0006320717300678,-,Supplemental data available through links,NA,"White, T.D, A.B. Carlisle, D.A. Kroodsma, B.A. Block, R. Casagrandi, G.A. De Leo, M. Gatto, F. Micheli, D.J. McCauley. 2017. Assessing the effectiveness of a large marine protected area for reef shark conservation. Biological Conservation 207: 64–7. {PARC-0133}",2017,"White, Timothy D.; Carlisle, Aaron B.; Kroodsma, David A.; Block, Barbara A.; Casagrandi, Renato; De Leo, Giulio A.; Gatto, Marino; Micheli, Fiorenza; McCauley, Douglas J.",Biological Conservation,10.1016/j.biocon.2017.01.009,https://linkinghub.elsevier.com/retrieve/pii/S0006320717300678,2017-03,Biological Conservation
Parrotfish Movement Patterns Vary With Spatiotemporal Scale,PUBLISHED,8/18/2017,ASSIGNED,PARC-0135,UPLOADED,https://doi.org/10.3354/meps12174,https://doi.org/10.3354/meps12174,Some supporting information available,NA,"Davis K, P.M. Carlson, C.G. Lowe, R.R. Warner and J.E. Caselle. 2017. Parrotfish movement patterns vary with spatiotemporal scale. Marine Ecology Progress Series. 577:149-164. {PARC-0135}",2017,"Davis, K; Carlson, Pm; Lowe, Cg; Warner, Rr; Caselle, Je",Marine Ecology Progress Series,10.3354/meps12174,https://www.int-res.com/abstracts/meps/v577/p149-164/,2017-08-18,Mar. Ecol. Prog. Ser.
Fine-Scale Spatial Patterns Of Parrotfish Herbivory Are Shaped By Resource Availability,PUBLISHED,8/18/2017,ASSIGNED,PARC-0136,UPLOADED,https://doi.org/10.3354/meps12258,http://www.int-res.com/articles/suppl/m577p165_supp.pdf,Some supplementary info available at provided link | PARC number originally listed without the 0,NA,"Carlson PM, Davis K, Warner RR, Caselle JE. 2017. Fine-scale spatial patterns of parrotfish herbivory are shaped by resource availability. Marine Ecology Progress Series. 577:165-176. {PARC-0136}",2017,"Carlson, Pm; Davis, K; Warner, Rr; Caselle, Je",Marine Ecology Progress Series,10.3354/meps12258,https://www.int-res.com/abstracts/meps/v577/p165-176/,2017-08-18,Mar. Ecol. Prog. Ser.
Mapping Elemental Contamination On Palmyra Atoll National Wildlife Refuge,PUBLISHED,12/30/2017,ASSIGNED,PARC-0137,UPLOADED,https://doi.org/10.1016/j.marpolbul.2017.12.065,https://doi.org/10.5066/F74F1P00,Some supporting information available | PARC number originally listed without the 0,NA,"Struckhoff, M.A., C.E. Orazio, D.E. Tillitt, D.K. Shaver, and D.M. Papoulias. 2018.Mapping elemental contamination on Palmyra Atoll National Wildlife Refuge. Marine Pollution Bulletin. 128:97-105, https://doi.org/10.1016/j.marpolbul.2017.12.065. {PARC-0137}",2018,"Struckhoff, Matthew A.; Orazio, Carl E.; Tillitt, Donald E.; Shaver, David K.; Papoulias, Diana M.",Marine Pollution Bulletin,10.1016/j.marpolbul.2017.12.065,https://linkinghub.elsevier.com/retrieve/pii/S0025326X17311013,2018-03,Marine Pollution Bulletin
Limited Trophic Partitioning Among Sympatric Delphinids Off A Tropical Oceanic Atoll,PUBLISHED,8/2/2017,ASSIGNED,PARC-0138,UPLOADED,https://doi.org/10.1371/journal.pone.0181526,https://datadryad.org/stash/dataset/doi:10.5061/dryad.tg0fd,Some information available| PARC number originally listed without the 0,NA,"Young H, K. Nigro, D.J. McCauley, L.T. Ballance, E.M. Oleson, S. Baumann-Pickering, 2017. Limited trophic partitioning among sympatric delphinids off a tropical oceanic atoll. PLoS ONE 12(8): e0181526. https://doi.org/10.1371/journal.pone.0181526 {PARC-0138}",2017,"Young, Hillary; Nigro, Katherine; McCauley, Douglas J.; Ballance, Lisa T.; Oleson, Erin M.; Baumann-Pickering, Simone",PLOS ONE,10.1371/journal.pone.0181526,https://dx.plos.org/10.1371/journal.pone.0181526,2017-08-02,PLoS ONE
Spatial Separation Without Territoriality In Shark Communities,PUBLISHED,11/9/2017,ASSIGNED,PARC-0139,UPLOADED,https://doi.org/doi:10.1111/oik.04289,https://doi.org/doi:10.1111/oik.04289,Library info not verified | PARC number originally listed without the 0,NA,"Papastamatiou, Y.P., T.W. Bodey, A.M. Friedlander, C.G. Lowe, D. Bradley, K. Weng, V. Priestley, J.E. Caselle 2017. Spatial separation without territoriality in shark communities. Oikos XX;XX-XX. doi: 10.1111/oik.04289 {PARC-0139}",2018,"Papastamatiou, Yannis P.; Bodey, Thomas W.; Friedlander, Alan M.; Lowe, Christopher G.; Bradley, Darcy; Weng, Kevin; Priestley, Victoria; Caselle, Jennifer E.",Oikos,10.1111/oik.04289,http://doi.wiley.com/10.1111/oik.04289,2018-06,Oikos
"Changes In Benthic Community Composition Associated With The Outbreak Of The Corallimorph, Rhodactis Howesii, At Palmyra Atoll",PUBLISHED,8/13/2019,ASSIGNED,PARC-0140,UPLOADED,https://doi.org/10.1007/s00338-019-01841-5,https://link.springer.com/article/10.1007%2Fs00338-019-01841-5#Sec2,Raw data not found | PARC number originally listed without the 0,NA,"Amanda L. Carter, Clinton B. Edwards, Yoan Eynaud, Michael D. Fox, Maggie D. Johnson, Levi S. Lewis, Corinne G. Amir, Stuart A. Sandin, and Jennifer E. Smith. Local-scale variability in the spatial and temporal dynamics of an invasive corallimorph, Rhodactis howesii, at Palmyra Atoll {PARC-0140}",2019,"Carter, Amanda L.; Edwards, Clinton B.; Fox, Michael D.; Amir, Corinne G.; Eynaud, Yoan; Johnson, Maggie D.; Lewis, Levi S.; Sandin, Stuart A.; Smith, Jennifer E.",Coral Reefs,10.1007/s00338-019-01841-5,http://link.springer.com/10.1007/s00338-019-01841-5,2019-12,Coral Reefs
Biophysical Drivers Of Coral Trophic Depth Zonation,PUBLISHED,2/9/2018,ASSIGNED,PARC-0142,UPLOADED,https://doi.org/10.1007/s00227-018-3314-2,https://doi.org/10.1007/s00227-018-3314-2,-,NA,NA,2018,"Williams, Gareth J.; Sandin, Stuart A.; Zgliczynski, Brian J.; Fox, Michael D.; Gove, Jamison M.; Rogers, Justin S.; Furby, Kathryn A.; Hartmann, Aaron C.; Caldwell, Zachary R.; Price, Nichole N.; Smith, Jennifer E.",Marine Biology,10.1007/s00227-018-3314-2,http://link.springer.com/10.1007/s00227-018-3314-2,2018-04,Mar Biol
Mobile Marine Predators: An Understudied Source Of Nutrients To Coral Reefs In An Unfished Atoll,PUBLISHED,2/9/2018,ASSIGNED,PARC-0143,UPLOADED,http://dx.doi.org/10.1098/rspb.2017.2456,https://dx.doi.org/10.6084/m9.figshare.c.4007623,Some supplementary information available | PARC number originally listed without the 0,NA,NA,2018,"Williams, Jessica J.; Papastamatiou, Yannis P.; Caselle, Jennifer E.; Bradley, Darcy; Jacoby, David M. P.",Proceedings of the Royal Society B: Biological Sciences,10.1098/rspb.2017.2456,https://royalsocietypublishing.org/doi/10.1098/rspb.2017.2456,2018-03-28,Proc. R. Soc. B.
Herbivorous Fish Populations Respond Positively To A Shipwreck Removal And Associated Alteration Of Benthic Habitat,PUBLISHED,4/6/2018,ASSIGNED,PARC-0145,UPLOADED,https://doi.org/10.3389/fmars.2018.00406,-,PARC number originally listed without the 0,NA,NA,2018,"Davis, Kathryn; Carlson, Peter M.; Caselle, Jennifer E.",Frontiers in Marine Science,10.3389/fmars.2018.00406,https://www.frontiersin.org/article/10.3389/fmars.2018.00406/full,2018-11-06,Front. Mar. Sci.
Quantifying Coconut Palm Extent On Pacific Islands Using Spectral And Textural Analysis Of Very High Resolution Imagery,PUBLISHED,3/28/2019,ASSIGNED,PARC-0146,UPLOADED,https://doi.org/10.1080/01431161.2019.1594440,-,Library info not verified | PARC number originally listed without the 0,NA,NA,2019,"Burnett, Michael W.; White, Timothy D.; McCauley, Douglas J.; De Leo, Giulio A.; Micheli, Fiorenza",International Journal of Remote Sensing,10.1080/01431161.2019.1594440,https://doi.org/10.1080/01431161.2019.1594440,2019-10-02,Int J Remote Sens
"Chemistry Of The Consumption And Excretion Of The Bumphead Parrotfish (Bolbometopon Muricatum), A Coral Reef Mega-Consumer",PUBLISHED,2/24/2019,ASSIGNED,PARC-0147,UPLOADED,https://doi.org/10.1007/s00338-019-01781-0,https://link.springer.com/article/10.1007%2Fs00338-019-01781-0#Sec14,PARC number originally listed without the 0,NA,NA,2019,"Goldberg, E. Grace; Raab, Ted K.; Desalles, Paul; Briggs, Amy A.; Dunbar, Robert B.; Millero, Frank J.; Woosley, Ryan J.; Young, Hillary S.; Micheli, Fiorenza; Mccauley, Douglas J.",Coral Reefs,10.1007/s00338-019-01781-0,http://link.springer.com/10.1007/s00338-019-01781-0,2019-04,Coral Reefs
"Limited Coral Mortality Following Acute Thermal Stress And Widespread Bleaching On Palmyra Atoll, Central Pacific",PUBLISHED,3/28/2019,ASSIGNED,PARC-0148,UPLOADED,https://doi.org/10.1007/s00338-019-01796-7,https://doi.org/10.1007/s00338-019-01796-7,-,NA,NA,2019,"Fox, Michael D.; Carter, Amanda L.; Edwards, Clinton B.; Takeshita, Yuichiro; Johnson, Maggie D.; Petrovic, Vid; Amir, Corinne G.; Sala, Enric; Sandin, Stuart A.; Smith, Jennifer E.",Coral Reefs,10.1007/s00338-019-01796-7,http://link.springer.com/10.1007/s00338-019-01796-7,2019-08,Coral Reefs
Global Biogeography Of Coral Recruitment: Tropical Decline And Subtropical Increase,PUBLISHED,7/4/2019,ASSIGNED,PARC-0149,UPLOADED,https://doi.org/10.3354/meps12980,https://www.int-res.com/abstracts/meps/v621/p1-17/,Some supplemental information available | PARC number originally listed without the 0,NA,NA,2019,"Price, Nn; Muko, S; Legendre, L; Steneck, R; van Oppen, Mjh; Albright, R; Ang Jr, P; Carpenter, Rc; Chui, Apy; Fan, Ty; Gates, Rd; Harii, S; Kitano, H; Kurihara, H; Mitarai, S; Padilla-Gamiño, Jl; Sakai, K; Suzuki, G; Edmunds, Pj",Marine Ecology Progress Series,10.3354/meps12980,https://www.int-res.com/abstracts/meps/v621/p1-17/,2019-07-04,Mar. Ecol. Prog. Ser.
The Influence Of Habitat And Adults On The Spatial Distribution Of Juvenile Corals,PUBLISHED,6/16/2019,ASSIGNED,PARC-0150,UPLOADED,https://doi.org/doi: 10.1111/ecog.04520,http://dx.doi.org/10.5061/dryad.xxxxx,Some supporting information available,NA,NA,2019,"Pedersen, Nicole E.; Edwards, Clinton B.; Eynaud, Yoan; Gleason, Arthur C. R.; Smith, Jennifer E.; Sandin, Stuart A.",Ecography,10.1111/ecog.04520,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.04520,2019-10,Ecography
Parasites In Marine Food Webs,PUBLISHED,May-20,ASSIGNED,PARC-0151,UPLOADED,https://oxford.universitypressscholarship.com/view/10.1093/oso/9780198821632.001.0001/oso-9780198821632-chapter-2,-,Book Chapter | PARC number originally listed without the 0,NA,NA,2020,"McLaughlin, John P; Morton, Dana N; Lafferty, Kevin D",Marine Disease Ecology,NA,https://oxford.universitypressscholarship.com/view/10.1093/oso/9780198821632.001.0001/oso-9780198821632-chapter-2,2020,NA
Impacts Of Rodent Eradication On Seed Predation And Plant Community Biomass On A Tropical Atoll,PUBLISHED,8/6/2020,ASSIGNED,PARC-0159,UPLOADED,https://doi.org/10.1111/btp.12864,-,-,NA,NA,2021,"Miller‐ter Kuile, Ana; Orr, Devyn; Bui, An; Dirzo, Rodolfo; Klope, Maggie; McCauley, Douglas; Motta, Carina; Young, Hillary",Biotropica,10.1111/btp.12864,https://onlinelibrary.wiley.com/doi/10.1111/btp.12864,2021-01,Biotropica
Effects Of Consumer Surface Sterilization On Diet Dna Metabarcoding Data Of Terrestrial Invertebrates In Natural Environments And Feeding Trials,PUBLISHED,8/9/2021,ASSIGNED,PARC-0160,UPLOADED,https://onlinelibrary.wiley.com/doi/10.1002/ece3.7968,https://onlinelibrary.wiley.com/doi/10.1002/ece3.7968,NA,NA,NA,2021,"Miller‐ter Kuile, Ana; Apigo, Austen; Young, Hillary S.",Ecology and Evolution,10.1002/ece3.7968,https://onlinelibrary.wiley.com/doi/10.1002/ece3.7968,2021-08-09,Ecol Evol
