transfered_to_zotero_online,padl_n,title,pub_type,parc_status,parc_number,lib_status,pub_location,data_link,reference,publication_year,author,journal_title,doi,abstract,keywords,notes,address_mgmt_action_which_one
,,Resurrection of Mesoplodon hotaula Deraniyagala 1963: A new species of beaked whale in the tropical Indo-Pacific,paper,NO PARC,-,,http://dx.doi.org/10.1111/mms.12113,,,2014,"Dalebout, ML; Baker, CS; Steel, D; Thompson, K; Robertson, KM; Chivers, SJ; Perrin, WF; Goonatilake, M; Anderson, RC; Mead, JG; Potter, CW; Thompson, L; Jupiter, D; Yamada, TK",MARINE MAMMAL SCIENCE,10.1111/mms.12113,"We present genetic and morphological evidence supporting the recognition of a previously synonymized species of Mesoplodon beaked whale in the tropical Indo-Pacific, Mesoplodon hotaula. Although the new species is closely-related to the rare ginkgo-toothed beaked whale M. ginkgodens, we show that these two lineages can be differentiated by maternally (mitochondrial DNA), biparentally (autosomal), and paternally (Y chromosome) inherited DNA sequences, as well as by morphological features. The reciprocal monophyly of the mtDNA genealogies and the largely parapatric distribution of these lineages is consistent with reproductive isolation. The new lineage is currently known from at least seven specimens: Sri Lanka (1), Gilbert Islands, Republic of Kiribati (1+), Palmyra Atoll, Northern Line Islands, U. S. A. (3), Maldives (1), and Seychelles (1). The type specimen (Sri Lanka) was described as a new species, M. hotaula, in 1963, but later synonymized with M. ginkgodens. This discovery brings the total number of Mesoplodon species to 15, making it, by far, the most speciose yet least known genus of cetaceans.",,,
,,Local genomic adaptation of coral reef-associated microbiomes to gradients of natural variability and anthropogenic stressors,paper,NO PARC,-,,http://dx.doi.org/10.1073/pnas.1403319111,,,2014,"Kelly, LW; Williams, GJ; Barott, KL; Carlson, CA; Dinsdale, EA; Edwards, RA; Haas, AF; Haynes, M; Lim, YW; McDole, T; Nelson, CE; Sala, E; Sandin, SA; Smith, JE; Vermeij, MJA; Youle, M; Rohwer, F",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.1403319111,"Holobionts are species-specific associations between macro-and microorganisms. On coral reefs, the benthic coverage of coral and algal holobionts varies due to natural and anthropogenic forcings. Different benthic macroorganisms are predicted to have specific microbiomes. In contrast, local environmental factors are predicted to select for specific metabolic pathways in microbes. To reconcile these two predictions, we hypothesized that adaptation of microbiomes to local conditions is facilitated by the horizontal transfer of genes responsible for specific metabolic capabilities. To test this hypothesis, microbial metagenomes were sequenced from 22 coral reefs at 11 Line Islands in the central Pacific that together span a wide range of biogeochemical and anthropogenic influences. Consistent with our hypothesis, the percent cover of major benthic functional groups significantly correlated with particular microbial taxa. Reefs with higher coral cover had a coral microbiome with higher abundances of Alphaproteobacteria (such as Rhodobacterales and Sphingomonadales), whereas microbiomes of algae-dominated reefs had higher abundances of Gammaproteobacteria (such as Alteromonadales, Pseudomonadales, and Vibrionales), Betaproteobacteria, and Bacteriodetes. In contrast to taxa, geography was the strongest predictor of microbial community metabolism. Microbial communities on reefs with higher nutrient availability (e. g., equatorial upwelling zones) were enriched in genes involved in nutrient-related metabolisms (e. g., nitrate and nitrite ammonification, Ton/Tol transport, etc.). On reefs further from the equator, microbes had more genes encoding chlorophyll biosynthesis and photosystems I/II. These results support the hypothesis that core microbiomes are determined by holobiont macroorganisms, and that those core taxa adapt to local conditions by selecting for advantageous metabolic genes.",,,
,,"Crebradomus and Dissimularia, new genera in the family Chondrymeniaceae (Gigartinales, Rhodophyta) from the central, southern and western Pacific Ocean",paper,NO PARC,-,,http://dx.doi.org/10.2216/13-213.1,,,2014,"Kraft, GT; Saunders, GW",PHYCOLOGIA,10.2216/13-213.1,"Two new genera of tropical-/subtropical-Pacific macroalgae are proposed. The monotypic Crebradomus gen. nov., based on C. gongylocarpus sp. nov., is restricted to Lord Howe Island in the southern Australasian-Pacific Ocean. Dissimularia gen. nov. consists of the type species, D. dactylocarpa sp. nov., from its Lord Howe Island type locality, as well as from the Hawaiian Islands, Guam and possibly Burma and the southern Great Barrier Reef, plus three geographically restricted, virtually cryptic species from small islands or atolls in Samoa and Micronesia. The long-problematical 'Cryptonemia? umbraticola' is shown on the basis of molecular studies of recent collections from its type locality, remote Palmyra Atoll, to represent a distinct species of Dissimularia, D. umbraticola comb. nov., with D. tauensis sp. nov. and D. withallii sp. nov. from Tau and Jarvis Islands, respectively, also belonging to this complex. Morphological features common to these taxa included turf-like, often imbricate thin blades of irregular contour, thalli that tended to occupy shaded habitats on coral reefs between 1.5- and 40-m depths, and blade sections that consisted of a shallow anticlinal cortex and a broad, lax to densely compact medulla of mostly periclinal filaments interspersed with varying numbers of anticlinally and obliquely traversing filaments. Only Crebredomus was found cystocarpic, the carposporophytes densely aggregated in verrucose marginal pods and consisting of a lengthy narrow fusion cell of irregular contours and a candelabra-shaped distal cluster of gonimoblast filaments bearing terminal chains of two or three carposporangia beneath a narrow ostiole. Male gametophytes and tetrasporophytes remain unknown in both genera. Molecular data indicated the generic distinctness of Crebradomus and Dissimularia, as well as the whole complex as members of the recently designated family Chondrymeniaceae of the order Gigartinales.",,,
,,Microbial aggregates within tissues infect a diversity of corals throughout the Indo-Pacific,paper,NO PARC,-,,http://dx.doi.org/10.3354/meps10698,,,2014,"Work, TM; Aeby, GS",MARINE ECOLOGY PROGRESS SERIES,10.3354/meps10698,"Coral reefs are highly diverse eco systems where symbioses play a pivotal role. Corals contain cell-associated microbial aggregates (CAMA), yet little is known about how widespread they are among coral species or the nature of the symbio tic relationship. Using histology, we found CAMA within 24 species of corals from 6 genera from Hawaii, American Samoa, Palmyra, Johnston Atoll, Guam, and Australia. Prevalence (%) of infection varied among coral genera: Acropora, Porites, and Pocillopora were commonly infected whereas Montipora were not. Acropora from the Western Pacific were significantly more likely to be infected with CAMA than those from the Central Pacific, whereas the reverse was true for Porites. Compared with apparently healthy colonies, tissues from diseased colonies were significantly more likely to have both surface and basal body walls infected. The close association of CAMA with host cells in numerous species of apparently healthy corals and lack of associated cell pathology reveals an intimate agent-host association. Furthermore, CAMA are Gram negative and in some corals may be related to chlamydia or rickettsia. We propose that CAMA in adult corals are facultative secondary symbionts that could play an important ecological role in some dominant coral genera in the Indo-Pacific. CAMA are important in the life histories of other animals, and more work is needed to understand their role in the distribution, evolution, physiology, and immunology of reef corals.",,,
,,"Extreme phenotypic polymorphism in the coral genus Pocillopora; micro-morphology corresponds to mitochondrial groups, while colony morphology does not",paper,NO PARC,-,,http://dx.doi.org/10.5343/bms.2012.1080,,,2014,"Marti-Puig, P; Forsman, ZH; Haverkort-Yeh, RD; Knapp, ISS; Maragos, JE; Toonen, RJ",BULLETIN OF MARINE SCIENCE,10.5343/bms.2012.1080,"Coral species are difficult to identify due to few distinct morphological features and high levels of phenotypic variation; furthermore, hybridization is thought to play an important role in coral evolution. The genus Pocillopora is one of the most abundant reef-building corals in the Pacific, yet species boundaries within this important group remain enigmatic, with conflicting interpretations of molecular data. To further examine the relationship between morphology and genetic variation, we examined in situ photographs, microscopic images, and molecular markers (ORF, CR, ITS-2) from 59 Pocillopora colonies representing a range of atypical morphologies thought to be rare or endemic to remote locations (the Hawaiian Archipelago, Johnston Atoll, Palmyra Atoll, and Howland Island). Additionally, we combined our data with previously published genetic data from the western Indian Ocean, Taiwan, the Great Barrier Reef, and the tropical east Pacific (n = 298) to examine phylogeographic relationships more broadly. Mitochondrial markers revealed six distinct clades, while nuclear data (ITS-2) resolved no clear groups due in part to intragenomic variation. Although colony-level morphology is highly variable within each mitochondrial clade, microscopic corallite-level morphology showed less variation and stronger concordance with mitochondrial groups, and one clade was found only in the Hawaiian Archipelago. These findings will assist with efforts to delineate species boundaries in the genus Pocillopora and contribute to understanding the scale of species-level variation in reef building corals. Accurate determination of species boundaries will improve conservation efforts and further our understanding of the evolution and biodiversity of reef building corals.",,,
,,Longevity of rodenticide bait pellets in a tropical environment following a rat eradication program,paper,NO PARC,-,,http://dx.doi.org/10.1007/s11356-013-2148-1,,,2014,"Berentsen, AR; Pitt, WC; Eisemann, JD; Engeman, RM",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-013-2148-1,"Invasive rodents (primarily Rattus spp.) are responsible for loss of biodiversity in island ecosystems worldwide. Large-scale rodenticide applications are typically used to eradicate rats and restore ecological communities. In tropical ecosystems, environmental conditions rapidly degrade baits and competition for baits by non-target animals can result in eradication failure. Our objective was to evaluate persistence of rodenticide baits during a rat eradication program on Palmyra Atoll; a remote tropical atoll with intense competition for resources by land crabs. Following aerial application, bait condition was monitored in four terrestrial environments and in the canopy foliage of coconut palms. Ten circular PVC hoops were fixed in place in each of Palmyra's four primary terrestrial habitats and five rodenticide pellets were placed in each hoop. Five coconut palms were selected in three distinct regions of the atoll. One rodenticide pellet was placed on each of five palm fronds in each coconut palm. Fresh baits were placed in all monitoring locations after each broadcast bait application. Bait condition and survival was monitored for 7 days after the first bait application and 6 days after second application. Bait survival curves differed between applications at most monitoring sites, suggesting a decrease in overall rat activity as a result of rodenticide treatment. One terrestrial site showed near 100 % bait survival after both applications, likely due to low localized rat and crab densities. Median days to pellet disappearance were one and two days for the first and second application, respectively. Differences in survival curves were not detected in canopy sites between bait applications. Median days to pellet disappearance in canopy sites were 2 and 4 days for the first and second application, respectively. Frequent rainfall likely contributed to rapid degradation of bait pellets in coconut palm fronds.",,,
,,"Phylogeography of the manybar goatfish, Parupeneus multifasciatus, reveals isolation of the Hawaiian Archipelago and a cryptic species in the Marquesas Islands",paper,NO PARC,-,,http://dx.doi.org/10.5343/bms.2013.1032,,,2014,"Szabo, Z; Snelgrove, B; Craig, MT; Rocha, LA; Bowen, BW",BULLETIN OF MARINE SCIENCE,10.5343/bms.2013.1032,"To assess genetic connectivity in a common and abundant goatfish (family Mullidae), we surveyed 637 specimens of Parupeneus multifasciatus (Quoy and Gaimard, 1825) from 15 locations in the Hawaiian Islands plus Johnston Atoll, two locations in the Line Islands, two locations in French Polynesia, and two locations in the northwestern Pacific. Based on mitochondrial cytochrome b sequences, we found no evidence of population structure across Hawaii and the North Pacific; however, we observed genetic structuring between northern and southern Pacific locations with the equator-straddling Line Islands affiliated with the southern population. The Marquesas Islands sample in the South Pacific was highly divergent (d = 4.12% average sequence divergence from individuals from all other locations) indicating a cryptic species. These findings demonstrate that this goatfish is capable of extensive dispersal consistent with early life history traits in Mullidae, and provide further evidence for the biogeographic isolation of the Marquesas Islands.",,,
,,Estimating individual animal movement from observation networks,paper,NO PARC,-,,http://dx.doi.org/10.1111/2041-210X.12086,,,2013,"Pedersen, MW; Weng, KC",METHODS IN ECOLOGY AND EVOLUTION,10.1111/2041-210X.12086,"Observation network data comprise animal presences detected by observer stations at fixed spatial locations. Statistical analysis of these data is complicated by spatial bias in sampling and temporal variability in detection conditions. Advanced methods for analysis of these data are required but are currently underdeveloped. We propose a state-space model (SSM) for observation network data to estimate detailed movements of individual animals. The underlying movement model is an Ornstein-Uhlenbeck (OU) process, which is stationary, and therefore has an inherent mechanism that models home range behaviour. An integral part of the approach is the detection function, which models the probability of logging animal presences. The detection function is also used to provide absence information when animals are undetected. Since the ability to detect an animal often depends on time-varying external factors such as environmental conditions, we use covariate information about detection efficiency as control variables. Via simulation, we found that movement estimation error scales log-linearly with network sparsity. This result can be used to indicate the number of stations necessary to achieve a desired upper bound on estimation error. Furthermore, we found that the SSM outperforms existing techniques in terms of estimating detailed movements and that estimates are robust towards mis-specification of the detection function. We also tested the importance of accounting for time-varying detection conditions and found that the probability of making wrong conclusions decreases substantially when covariate information is exploited. The model is used to estimate movements and home range of a humphead wrasse (Cheilinus undulatus) at Palmyra Atoll in the central Pacific Ocean. Here, detection conditions have a strong diel component, which is controlled for using detection efficiency information from a reference device. The presented approach enhances the toolbox for analysis of observation network data as collected by acoustic telemetry or potentially other aspiring methods such as camera trapping and mobile phone tagging. By explicitly modelling movement and observation processes, the model integrates all sources of uncertainty and provides a sound statistical basis for making well-informed management decisions from imperfect information.",,,
,,"Mooreia alkaloidigena gen. nov., sp nov and Catalinimonas alkaloidigena gen. nov., sp nov., alkaloid-producing marine bacteria in the proposed families Mooreiaceae fam. nov and Catalimonadaceae fam. nov in the phylum Bacteroidetes",paper,NO PARC,-,,http://dx.doi.org/10.1099/ijs.0.043752-0,,,2013,"Choi, EJ; Beatty, DS; Paul, LA; Fenical, W; Jensen, PR",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijs.0.043752-0,"Bacterial strains CNX-216(T) and CNU-914(T) were isolated from marine sediment samples collected from Palmyra Atoll and off Catalina Island, respectively. Both strains were Gram-negative and aerobic and produce deep-orange to pink colonies and alkaloid secondary metabolites. Cells of strain CNX-216(T) were short, non-motile rods, whereas cells of strain CNU-914(T) were short, curved rods with gliding motility. The DNA G + C contents of CNX-216(T) and CNU-914(T) were respectively 57.7 and 44.4 mol%. Strains CNX-216(T) and CNU-914(T) contained MK-7 as the predominant menaquinone and iso-C-15:0 and C-(16:1)omega 5c as the major fatty acids. Phylogenetic analyses revealed that both strains belong to the order Cytophagales in the phylum Bacteroicletes. Strain CNX-216(T) exhibited low 16S rRNA gene sequence identity (87.1 %) to the nearest type strain, Cesiribacter roseus 311(T), and formed a well-supported lineage that is outside all currently described families in the order Cytophagales. Strain CNU-914(T) shared 97.6% 16S rRNA gene sequence identity with 'Porifericola rhodea' N5EA6-3A2B and, together with 'Tunicatimonas pelagia' N5DB8-4 and four uncharacterized marine bacteria isolated as part of this study, formed a lineage that is clearly distinguished from other families in the order Cytophagales. Based on our polyphasic taxonomic characterization, we propose that strains CNX-216(T) and CNU-914(T) represent novel genera and species, for which we propose the names Mooreia alkaloidigena gen. nov., sp. nov. (type strain CNX-216(T) =DSM 25187(T) =KCCM 90102(T)) and Catalinimonas alkaloidigena gen. nov., sp. nov. (type strain CNU-914(T) =DSM 25186(T) =KCCM 90101(T)) within the new families Mooreiaceae fam. nov. and Catalimonadaceae fam. nov.",,,
,,Quantifying Climatological Ranges and Anomalies for Pacific Coral Reef Ecosystems,paper,NO PARC,-,,http://dx.doi.org/10.1371/journal.pone.0061974,,,2013,"Gove, JM; Williams, GJ; McManus, MA; Heron, SF; Sandin, SA; Vetter, OJ; Foley, DG",PLOS ONE,10.1371/journal.pone.0061974,"Coral reef ecosystems are exposed to a range of environmental forcings that vary on daily to decadal time scales and across spatial scales spanning from reefs to archipelagos. Environmental variability is a major determinant of reef ecosystem structure and function, including coral reef extent and growth rates, and the abundance, diversity, and morphology of reef organisms. Proper characterization of environmental forcings on coral reef ecosystems is critical if we are to understand the dynamics and implications of abiotic-biotic interactions on reef ecosystems. This study combines high-resolution bathymetric information with remotely sensed sea surface temperature, chlorophyll-a and irradiance data, and modeled wave data to quantify environmental forcings on coral reefs. We present a methodological approach to develop spatially constrained, island-and atoll-scale metrics that quantify climatological range limits and anomalous environmental forcings across U. S. Pacific coral reef ecosystems. Our results indicate considerable spatial heterogeneity in climatological ranges and anomalies across 41 islands and atolls, with emergent spatial patterns specific to each environmental forcing. For example, wave energy was greatest at northern latitudes and generally decreased with latitude. In contrast, chlorophyll-a was greatest at reef ecosystems proximate to the equator and northern-most locations, showing little synchrony with latitude. In addition, we find that the reef ecosystems with the highest chlorophyll-a concentrations; Jarvis, Howland, Baker, Palmyra and Kingman are each uninhabited and are characterized by high hard coral cover and large numbers of predatory fishes. Finally, we find that scaling environmental data to the spatial footprint of individual islands and atolls is more likely to capture local environmental forcings, as chlorophyll-a concentrations decreased at relatively short distances (>7 km) from 85% of our study locations. These metrics will help identify reef ecosystems most exposed to environmental stress as well as systems that may be more resistant or resilient to future climate change.",,,
,,Assessing spatial variation and overall density of aerially broadcast toxic bait during a rat eradication on Palmyra Atoll,paper,NO PARC,-,,http://dx.doi.org/10.1007/s11356-012-1050-6,,,2013,"Engeman, RM; Pitt, WC; Berentsen, AR; Eisemann, JD",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-012-1050-6,"Baits containing brodifacoum rodenticide were aerially applied to eradicate invasive black rats from Palmyra Atoll, an important biodiversity center. Bait application must be sufficient to be effective, while minimizing environmental hazards by not exceeding designated label rates, prompting our bait density assessments for two aerial drops. With few physical or human resources on this remote, uninhabited atoll, assessments were particularly challenging, requiring observations within 30 min of aerial application to avoid bait loss to rats, crabs, or elements. We estimated bait density using quadrat sampling within 13 terrestrial sampling areas. We also sampled 10 tidal flat areas to assess inadvertent bait scatter into marine aquatic environments. Of particular value for challenging sampling circumstances, our quadrats had to be lightweight and durable, which we addressed by using widely available PVC hoops (Hula Hoops), the size of which was ideal for sampling purposes. At 77.5 and 78.7 kg/ha, overall bait densities were very near to the target densities of 80 and 75 kg/ha, respectively. However, considerable variability in bait densities existed among sampled areas, 8.6-178.2 and 31.4-129.5 kg/ha for the respective drops, respectively. Environmental, human, and equipment factors likely accounted for this variability. Tidal flat sampling revealed variable bait scatter into aquatic environments, from 0-46.3 kg/ha across the two drops. No differences were found in average bait densities among 1-, 4-, and 7-m distances from high tide lines. Our methods might broadly assist bait density (and other) surveys under challenging circumstances.",,,
,,Highly Variable El Nino-Southern Oscillation Throughout the Holocene,paper,NO PARC,-,,http://dx.doi.org/10.1126/science.1228246,,,2013,"Cobb, KM; Westphal, N; Sayani, HR; Watson, JT; Di Lorenzo, E; Cheng, H; Edwards, RL; Charles, CD",SCIENCE,10.1126/science.1228246,"The El Nino-Southern Oscillation (ENSO) drives large changes in global climate patterns from year to year, yet its sensitivity to continued anthropogenic greenhouse forcing is uncertain. We analyzed fossil coral reconstructions of ENSO spanning the past 7000 years from the Northern Line Islands, located in the center of action for ENSO. The corals document highly variable ENSO activity, with no evidence for a systematic trend in ENSO variance, which is contrary to some models that exhibit a response to insolation forcing over this same period. Twentieth-century ENSO variance is significantly higher than average fossil coral ENSO variance but is not unprecedented. Our results suggest that forced changes in ENSO, whether natural or anthropogenic, may be difficult to detect against a background of large internal variability.",,,
,,Lyngbyabellins K-N from Two Palmyra Atoll Collections of the Marine Cyanobacterium Moorea bouillonii,paper,NO PARC,-,,http://dx.doi.org/10.1002/ejoc.201200691,,,2012,"Choi, H; Mevers, E; Byrum, T; Valeriote, FA; Gerwick, WH",EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,10.1002/ejoc.201200691,"Five lipopeptides of the lyngbyabellin structure class, four cyclic (13 and 5) and one linear (4), were isolated from the extracts of two collections of filamentous marine cyanobacteria obtained from the Palmyra Atoll in the Central Pacific Ocean. Their planar structures and absolute configurations were elucidated through a combination of spectroscopic and chromatographic analyses as well as chemical synthesis of fragments. In addition to structural features typical of the lyngbyabellins, such as two thiazole rings and a chlorinated 2-methyloctanoate residue, these new compounds possess several unique aspects. Of note, metabolites 2 and 3 possess rare monochlorination on the 3-acyloxy-2-methyloctanoate residue, whereas lyngbyabellin N (5) has an unusual N,N-dimethylvaline terminus. Lyngbyabellin N also possesses a leucine statine residue and shows strong cytotoxic activity against the HCT116 colon cancer cell line (IC50 = 40.9?+/-?3.3 nM).",,,
,,"Lethal Ramming of Sharks by Large Jacks (Carangidae) in the Palau Islands, Micronesia",paper,NO PARC,-,,http://dx.doi.org/10.2984/66.3.6,,,2012,"McPherson, DL; Blaiyok, KV; Masse, WB",PACIFIC SCIENCE,10.2984/66.3.6,"We observed a Giant Trevally (Caranx ignobilis) ramming and mortally injuring a pair of adult Blacktip Reef Sharks (Carcharhinus melanopterus) in the Palau Islands of Micronesia. Such ramming behavior is known to Palauan and Marshallese fishermen for large-sized individuals of several different species of jacks (Carangidae). In addition, we interviewed knowledgeable Palauan subsistence fishermen regarding episodes of ramming that they had witnessed. Our observations suggest that ramming of sharks may be a normal aspect of jack aggressive behavior. These observations expand our knowledge of social behavior between sharks and large jacks.",,,
,,Reef sharks and inshore habitats: patterns of occurrence and implications for vulnerability,paper,NO PARC,-,,http://dx.doi.org/10.3354/meps09722,,,2012,"Chin, A; Tobin, A; Simpfendorfer, C; Heupel, M",MARINE ECOLOGY PROGRESS SERIES,10.3354/meps09722,"Reef sharks play important roles in tropical reef environments, but population declines have occurred in various locations including the Great Barrier Reef (GBR). While many reef shark studies focus on coral reefs, some reef sharks have been found across a range of inshore and coastal habitats. This study analyses fisheries observer data across large spatial scales (19 314 km(2)) to investigate the occurrence of reef sharks amongst a mosaic of inshore habitats in the GBR lagoon. Six reef shark species were recorded, but comprised a relatively small proportion (1.8% by number) of the elasmobranch catch. The blacktip reef shark dominated the catch of reef sharks (60.2% by number), with lemon sharks, zebra sharks, grey carpet sharks, whitetip reef sharks and grey reef sharks less frequently encountered. Reef sharks occur in several habitat types, and logistic regression models suggest that they are most likely to occur in reef habitats and shallow shore habitats. The presence of a reef within 2 km increased the encounter probability in all habitat types. While the use of these different habitats by reef sharks is not well understood, these habitat use patterns affect the exposure of these species to risks, including some risk factors not considered previously, and could also lead to cumulative impacts. These habitats may also perform important ecological functions in sustaining reef shark populations. Habitat use patterns should be considered in risk assessments and management and have important implications for method selection and survey design in field studies of reef sharks and other mobile reef species.",,,
,,Population structure of island-associated dolphins: Evidence from mitochondrial and microsatellite markers for common bottlenose dolphins (Tursiops truncatus) around the main Hawaiian Islands,paper,NO PARC,-,,http://dx.doi.org/10.1111/j.1748-7692.2011.00506.x,,,2012,"Martien, KK; Baird, RW; Hedrick, NM; Gorgone, AM; Thieleking, JL; McSweeney, DJ; Robertson, KM; Webster, DL",MARINE MAMMAL SCIENCE,10.1111/j.1748-7692.2011.00506.x,"We used mitochondrial and nuclear genetic markers to investigate population structure of common bottlenose dolphins, Tursiops truncatus, around the main Hawaiian Islands. Though broadly distributed throughout the world's oceans, bottlenose dolphins are known to form small populations in coastal waters. Recent photo-identification data suggest the same is true in Hawaiian waters. We found genetic differentiation among (mtDNA FST= 0.0140.141, microsatellite FST= 0.0190.050) and low dispersal rates between (0.175.77 dispersers per generation) the main Hawaiian Island groups. Our results are consistent with movement rates estimated from photo-identification data and suggest that each island group supports a demographically independent population. Inclusion in our analyses of samples collected near Palmyra Atoll provided evidence that the Hawaiian Islands are also occasionally visited by members of a genetically distinct, pelagic population. Two of our samples exhibited evidence of partial ancestry from Indo-Pacific bottlenose dolphins (T. aduncus), a species not known to inhabit the Hawaiian Archipelago. Our findings have important implications for the management of Hawaiian bottlenose dolphins and raise concerns about the vulnerability to human impacts of pelagic species in island ecosystems.",,,
,,From wing to wing: the persistence of long ecological interaction chains in less-disturbed ecosystems,paper,NO PARC,-,,http://dx.doi.org/10.1038/srep00409,,,2012,"McCauley, DJ; DeSalles, PA; Young, HS; Dunbar, RB; Dirzo, R; Mills, MM; Micheli, F",SCIENTIFIC REPORTS,10.1038/srep00409,"Human impact on biodiversity usually is measured by reduction in species abundance or richness. Just as important, but much more difficult to discern, is the anthropogenic elimination of ecological interactions. Here we report on the persistence of a long ecological interaction chain linking diverse food webs and habitats in the near-pristine portions of a remote Pacific atoll. Using biogeochemical assays, animal tracking, and field surveys we show that seabirds roosting on native trees fertilize soils, increasing coastal nutrients and the abundance of plankton, thus attracting manta rays to native forest coastlines. Partnered observations conducted in regions of this atoll where native trees have been replaced by human propagated palms reveal that this complex interaction chain linking trees to mantas readily breaks down. Taken together these findings provide a compelling example of how anthropogenic disturbance may be contributing to widespread reductions in ecological interaction chain length, thereby isolating and simplifying ecosystems.",,,
,,"Host tolerance, not symbiont tolerance, determines the distribution of coral species in relation to their environment at a Central Pacific atoll",paper,NO PARC,-,,http://dx.doi.org/10.1007/s00338-011-0849-9,,,2012,"Wicks, LC; Gardner, JPA; Davy, SK",CORAL REEFS,10.1007/s00338-011-0849-9,"Tolerance of environmental variables differs between corals and their dinoflagellate symbionts (Symbiodinium spp.), controlling the holobiont's (host and symbiont combined) resilience to environmental stress. However, the ecological role that environmental variables play in holobiont distribution remains poorly understood. We compared the drivers of symbiont and coral species distributions at Palmyra Atoll, a location with a range of reef environments from low to high sediment concentrations (1-52 g dry weight m(-2) day(-1)). We observed uniform holobiont partnerships across the atoll (e.g. Montipora spp. with Symbiodinium type C15 at all sites). Multivariate analysis revealed that field-based estimates of settling sediment predominantly explained the spatial variation of coral species among sites (P < 0.01). However, none of the environmental variables measured (sedimentation, temperature, chlorophyll concentration, salinity) affected symbiont distribution. The discord between environmental variables and symbiont distributions suggests that the symbionts are physiologically tolerant of the variable environmental regime across this location and that the distribution of different host-symbiont combinations present is largely dependent on coral rather than Symbiodinium physiology. The data highlight the importance of host tolerance to environmental stressors, which should be considered simultaneously with symbiont sensitivity when considering the impact of variations in environmental conditions on coral communities.",,,
,,"Moorea producens gen. nov., sp nov and Moorea bouillonii comb. nov., tropical marine cyanobacteria rich in bioactive secondary metabolites",paper,NO PARC,-,,http://dx.doi.org/10.1099/ijs.0.033761-0,,,2012,"Engene, N; Rottacker, EC; Kastovsky, J; Byrum, T; Choi, H; Ellisman, MH; Komarek, J; Gerwick, WH",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijs.0.033761-0,"The filamentous cyanobacterial genus Moorea gen. nov., described here under the provisions of the International Code of Botanical Nomenclature, is a cosmopolitan pan-tropical group abundant in the marine benthos. Members of the genus Moorea are photosynthetic (containing phycocyanin, phycoerythrin, allophycocyanin and chlorophyll a), but non-diazotrophic (lack heterocysts and nitrogenase reductase genes). The cells (discoid and 25-80 mu m wide) are arranged in long filaments (<10 cm in length) and often form extensive mats or blooms in shallow water. The cells are surrounded by thick polysaccharide sheaths covered by a rich diversity of heterotrophic micro-organisms. A distinctive character of this genus is its extraordinarily rich production of bioactive secondary metabolites. This is matched by genomes rich in polyketide synthase and non-ribosomal peptide synthetase biosynthetic genes which are dedicated to secondary metabolism. The encoded natural products are sometimes responsible for harmful algae blooms and, due to morphological resemblance to the genus Lyngbya, this group has often been incorrectly cited in the literature. We here describe two species of the genus Moorea: Moorea producens sp. nov. (type species of the genus) with 3L(T) as the nomenclature type, and Moorea bouillonii comb. nov. with PNG5-198(R) as the nomenclature type.",,,
,,Black reefs: iron-induced phase shifts on coral reefs,paper,NO PARC,-,,http://dx.doi.org/10.1038/ismej.2011.114,,,2012,"Kelly, LW; Barott, KL; Dinsdale, E; Friedlander, AM; Nosrat, B; Obura, D; Sala, E; Sandin, SA; Smith, JE; Vermeij, MJA; Williams, GJ; Willner, D; Rohwer, F",ISME JOURNAL,10.1038/ismej.2011.114,"The Line Islands are calcium carbonate coral reef platforms located in iron-poor regions of the central Pacific. Natural terrestrial run-off of iron is non-existent and aerial deposition is extremely low. However, a number of ship groundings have occurred on these atolls. The reefs surrounding the shipwreck debris are characterized by high benthic cover of turf algae, macroalgae, cyanobacterial mats and corallimorphs, as well as particulate-laden, cloudy water. These sites also have very low coral and crustose coralline algal cover and are call black reefs because of the dark-colored benthic community and reduced clarity of the overlying water column. Here we use a combination of benthic surveys, chemistry, metagenomics and microcosms to investigate if and how shipwrecks initiate and maintain black reefs. Comparative surveys show that the live coral cover was reduced from 40 to 60% to <10% on black reefs on Millennium, Tabuaeran and Kingman. These three sites are relatively large (>0.75 km(2)). The phase shift occurs rapidly; the Kingman black reef formed within 3 years of the ship grounding. Iron concentrations in algae tissue from the Millennium black reef site were six times higher than in algae collected from reference sites. Metagenomic sequencing of the Millennium Atoll black reef-associated microbial community was enriched in iron-associated virulence genes and known pathogens. Microcosm experiments showed that corals were killed by black reef rubble through microbial activity. Together these results demonstrate that shipwrecks and their associated iron pose significant threats to coral reefs in iron-limited regions. The ISME Journal (2012) 6, 638-649; doi: 10.1038/ismej.2011.114; published online 1 September 2011",,,
